TARA_150	TARA_4	TARA_18	TARA_25	TARA_30
2750242	17	116	13	20	18
2335746	13	88	11	17	16
1701915	14	85	10	16	13
2652526_1	12	83	16	18	18
2652526_2	12	83	16	18	18
112883	11	90	13	21	18
411432	12	77	12	14	12
2558747	11	76	9	13	14
72494	14	76	11	20	10
2044137	9	83	11	13	13
532470_1	15	80	17	18	11
532470_2	15	80	17	18	11
2088590	16	89	10	19	10
336251	14	84	16	14	11
2304675	9	69	10	24	12
669734	9	97	16	14	18
1620344	15	86	16	16	10
1418429	9	93	14	16	9
2666103	10	97	17	17	17
366555	16	115	18	23	18
327754	13	85	15	16	14
665475	16	89	14	21	17
1172478	11	92	14	19	11
1706185	13	104	17	17	20
1458506	9	94	15	21	17
1964755	18	89	11	13	12
1347393	13	110	18	23	20
2468068	13	92	9	23	10
2889086	13	83	17	20	18
1340737	9	65	11	13	10
52107	9	80	20	19	11
1028389	11	86	13	19	12
2765391	9	111	14	22	17
1739684_1	9	94	14	18	14
1739684_2	9	94	14	18	14
2414837	12	88	12	19	10
1476506	11	85	15	22	15
2933262	10	91	15	16	14
2791868	12	95	10	20	11
1450516	12	115	19	18	17
2473753	12	87	20	18	10
683671	10	85	9	18	15
1811294	14	97	12	13	13
833808	11	90	11	17	14
1139040	9	71	12	17	16
1013122	10	75	11	20	13
474254	16	76	11	13	11
1544037	10	76	12	20	16
63797	9	85	17	20	20
902822	17	102	15	19	14
839679	9	78	21	16	14
353696	15	101	15	23	15
1184506	12	96	13	18	13
1313776	9	106	15	23	17
2108269	11	85	16	23	13
1786125	11	94	14	19	11
2362395	17	77	21	16	12
2295428	12	95	9	16	10
2814169	14	113	13	16	17
305983	10	103	11	23	14
2820296	14	90	10	19	10
2784921	12	85	12	18	13
2446543	13	114	15	19	18
1113888	11	78	13	18	14
936192	13	85	15	13	11
834193	15	107	14	23	16
2307610	10	75	13	20	15
1999944_1	14	94	15	12	11
1999944_2	14	94	15	12	11
2357184	9	95	10	14	17
2189526	13	75	14	15	12
696355	17	109	15	22	13
1730976	12	72	14	18	9
1354856	17	105	17	13	9
2616580	9	102	13	18	14
905973	14	99	16	19	12
1005271	18	86	9	16	10
1619796	13	89	13	17	14
1199271	14	106	17	20	10
2620206	10	84	20	25	11
995642	13	106	15	22	12
1354680_1	17	88	14	18	13
1354680_2	17	88	14	18	13
675180	10	100	17	20	12
2805071	12	104	12	19	17
2902359	16	107	15	14	14
1795101	10	88	17	16	10
578334	11	73	16	21	12
2667052	9	67	16	13	10
2546869	12	89	11	15	17
2501342	11	83	17	17	9
2000291	9	103	13	13	11
1143353	9	75	9	13	10
360074	9	75	19	12	11
2674530	10	114	17	16	19
2662010	13	77	16	12	13
471939	12	98	12	16	15
360715	10	86	22	17	13
2310354	9	80	13	25	11
341675	15	86	11	15	11
1326440	12	94	17	15	13
625216	14	100	19	20	15
1298742	17	109	11	14	15
433483_1	10	93	15	16	12
433483_2	10	93	15	16	12
1601026	15	87	11	21	13
361078	16	78	12	17	13
822536	12	86	12	12	9
2942266_1	10	81	14	21	11
2942266_2	10	81	14	21	11
773661	9	81	13	25	12
2874154	11	81	10	16	11
1911343	13	64	13	17	11
385574	17	104	12	19	10
2764438	9	88	10	20	9
1165643	11	111	20	21	17
2611352	12	103	12	17	15
1748037	15	76	11	22	15
615711	11	88	17	17	12
2790492	13	97	14	21	9
2789489	11	86	13	19	15
1174648	18	119	13	25	13
1064361	11	104	15	16	18
1287904	12	87	13	20	15
1006824	11	95	13	17	13
2552815_1	11	101	12	13	13
2552815_2	11	101	12	13	13
2867714	15	98	16	22	16
1679103	9	80	13	15	15
1065745	14	88	20	15	11
2505837	9	84	14	13	9
2791739	15	91	12	21	10
855326	11	78	22	21	11
471323	16	113	16	17	18
853525	16	81	10	19	9
1234088	15	66	12	16	9
1873266	13	74	20	11	11
780397	14	105	15	19	9
1986335	10	75	11	20	11
1970887	10	97	16	16	13
2446596	13	106	15	18	17
2758122	13	109	15	16	12
1650987	10	98	22	16	16
1569928	9	95	9	12	12
993056	11	87	20	15	16
1592942	12	82	13	24	11
2877147	16	112	11	16	15
325760	14	106	20	17	12
1404957	9	94	15	18	20
358858	17	104	16	20	14
2134426	13	92	10	18	9
760377	13	89	14	18	11
2388696	9	95	13	16	10
1055559	12	90	15	15	18
1812749	10	83	16	14	14
2897283	12	96	16	18	12
938756	16	110	15	17	17
2632684	14	100	20	19	19
1095630	14	96	15	23	10
1205752	15	92	14	16	12
2492978	9	86	14	20	11
668893	9	84	17	20	17
140704_1	9	85	18	13	9
140704_2	9	85	18	13	9
1471458	12	95	15	21	9
2392784_1	9	79	11	22	13
2392784_2	9	79	11	22	13
782293	14	96	20	17	9
1267335	9	81	9	19	13
1176321	13	93	17	16	14
2808611	14	106	14	23	17
2820350	13	102	14	22	18
251178	9	79	20	16	9
2210859	10	106	18	18	15
2547455	9	110	11	22	17
238728_1	12	64	12	17	12
238728_2	12	64	12	17	12
238728_3	12	64	12	17	12
1173862	12	81	12	23	14
216149	11	90	16	16	18
1208206	18	89	15	24	15
1846746_1	10	101	16	25	16
1846746_2	10	101	16	25	16
2777480	10	96	15	12	17
2646908	10	103	18	19	12
1165726	14	111	14	19	19
1490771	14	88	22	17	12
2937245	9	91	15	16	14
1217756	12	96	19	17	9
673399	10	91	16	20	12
1852207	16	102	15	20	11
243248	15	100	17	18	20
532202_1	10	82	13	19	17
532202_2	10	82	13	19	17
1157596	9	104	17	17	20
2466601	9	86	14	14	12
1508812	17	97	15	11	10
1106694	14	88	10	12	11
2699787	12	102	14	15	19
784527	13	85	15	22	13
39760	10	73	12	17	13
2836353	12	89	19	20	11
531556	10	88	21	20	17
758768	10	88	9	19	16
2728309	9	98	15	22	13
1219627	11	70	12	20	12
2555156	12	88	18	25	16
1210420	17	87	11	20	9
965586	10	83	9	19	11
1582222	9	77	11	21	10
2456229	13	108	22	24	15
