TARA_149	TARA_150	TARA_151	TARA_152	TARA_9	TARA_25	TARA_68
2259839	1	0.821428571428571	1	0.5	1	1	1
3229307	1	0.583333333333333	0.0666666666666667	0.375	0	0.344827586206897	0.25
4917745	1	0.647058823529412	0.454545454545455	0.7	0.666666666666667	0.826086956521739	0.2
3908481	0.25	0.344827586206897	0.636363636363636	0.888888888888889	0.785714285714286	0.696969696969697	0.444444444444444
4159127	1	0.692307692307692	0.9375	0.416666666666667	0.933333333333333	0.794117647058823	1
2448156	0.4	0.28	0.533333333333333	0.916666666666667	0.909090909090909	0.813953488372093	0.7
3429159	0.1875	0.451612903225806	0.2	0.3125	0.555555555555556	0.8	0.5
1546874_1	0.3	0.318181818181818	0.2	0.0833333333333333	0.8	0.371428571428571	0.4
1546874_2	0.3	0.318181818181818	0.2	0.0833333333333333	0.8	0.371428571428571	0.4
1546874_3	0.3	0.318181818181818	0.2	0.0833333333333333	0.8	0.371428571428571	0.4
4254510	0.714285714285714	0.714285714285714	0.769230769230769	0.538461538461538	0.166666666666667	0.388888888888889	1
2316676	0.272727272727273	0.5	0.416666666666667	0.388888888888889	0.818181818181818	0.291666666666667	0.166666666666667
2274421_1	0.666666666666667	0.967741935483871	0.857142857142857	1	0.785714285714286	0.948717948717949	0.611111111111111
2274421_2	0.666666666666667	0.967741935483871	0.857142857142857	1	0.785714285714286	0.948717948717949	0.611111111111111
5654320	0.1	0.115384615384615	0	0	0	0.391304347826087	0
1466206	1	0.518518518518518	0.769230769230769	0.176470588235294	0.647058823529412	0.522727272727273	0.4
6581834	0.363636363636364	0.233333333333333	0.0952380952380952	0	0.142857142857143	0.176470588235294	0.466666666666667
6835456_1	0.272727272727273	0.0967741935483871	0	0	0.538461538461538	0.122448979591837	0
6835456_2	0.272727272727273	0.0967741935483871	0	0	0.538461538461538	0.122448979591837	0
4304969	0.461538461538462	0.545454545454545	0.526315789473684	0.941176470588235	0.307692307692308	0.458333333333333	0.153846153846154
3882052_1	0.692307692307692	0.448275862068966	0.294117647058824	0.1	0	0.28125	0.294117647058824
3882052_2	0.692307692307692	0.448275862068966	0.294117647058824	0.1	0	0.28125	0.294117647058824
663330	0.8	0.28	0.714285714285714	0.454545454545455	0.928571428571429	0.686274509803922	0.538461538461538
3897392	0.222222222222222	0.523809523809524	0.2	0.0833333333333333	0.4	0.09375	0.444444444444444
6198213	0.857142857142857	0.724137931034483	1	0.652173913043478	0.8	0.916666666666667	0.6
6444378	0.6875	0.411764705882353	0.375	0.4	0.5	0.15	0.777777777777778
2952489	0.470588235294118	0.882352941176471	0.7	0.416666666666667	0.454545454545455	0.583333333333333	0.75
1618660	0.727272727272727	0.576923076923077	0.3	0.19047619047619	0	0.421052631578947	0.25
3894440	0.727272727272727	0.608695652173913	0.111111111111111	0.666666666666667	0.769230769230769	0.538461538461538	0.461538461538462
110401	0.461538461538462	0.102564102564103	0.294117647058824	0.105263157894737	0.25	0.209302325581395	0.666666666666667
2488814	0.909090909090909	0.88	0.466666666666667	0.727272727272727	0.733333333333333	0.633333333333333	0.666666666666667
6979499	0.230769230769231	0.576923076923077	0.166666666666667	0.4	0.166666666666667	0.566666666666667	0.428571428571429
1631734	0.133333333333333	0.384615384615385	0.142857142857143	0.315789473684211	0.142857142857143	0.475	0.545454545454545
2108045	0.4	0.0625	0.0625	0.0952380952380952	0.444444444444444	0.448275862068966	0.176470588235294
1654515	0	0.03125	0	0.0625	0.117647058823529	0.277777777777778	0.117647058823529
653747	0	0.34375	0.2	0.294117647058824	0.5	0.363636363636364	0.142857142857143
3406730	0.1875	0.0833333333333333	0.611111111111111	0.1875	0.153846153846154	0.32	0
3655696	0.545454545454545	0.193548387096774	0.0769230769230769	0.32	0.2	0.351351351351351	0
3018685_1	0.142857142857143	0.307692307692308	0.25	0.166666666666667	0.25	0.315789473684211	0.166666666666667
3018685_2	0.142857142857143	0.307692307692308	0.25	0.166666666666667	0.25	0.315789473684211	0.166666666666667
1315605	0.2	0.434782608695652	0.428571428571429	0.846153846153846	0.8	0.454545454545455	0.777777777777778
467007	0.3	0.428571428571429	0.421052631578947	0.529411764705882	0.888888888888889	0.244444444444444	0.222222222222222
1338540	0.833333333333333	0.833333333333333	0.785714285714286	0.833333333333333	1	0.645161290322581	0.846153846153846
2065251	0.454545454545455	0.551724137931034	0.333333333333333	0.333333333333333	0	0.34375	0.583333333333333
4216144	0.4	0.0967741935483871	0.666666666666667	0.409090909090909	0.0833333333333333	0.30952380952381	0.416666666666667
1155376	0.454545454545455	0.117647058823529	0.235294117647059	0.4375	0.111111111111111	0.5	0.210526315789474
4750527_1	0.272727272727273	0.214285714285714	0.428571428571429	0.307692307692308	0.222222222222222	0.65	0.142857142857143
4750527_2	0.272727272727273	0.214285714285714	0.428571428571429	0.307692307692308	0.222222222222222	0.65	0.142857142857143
