TARA_146	TARA_147	TARA_148	TARA_9
3296484	17	19	14	53
1536280_1	13	16	15	89
1536280_2	13	16	15	89
1536280_3	13	16	15	89
6179190	23	27	24	85
900366	15	14	18	79
3081926	21	20	23	71
4692848	22	18	17	69
5464107	13	16	22	70
914844	18	18	28	74
3920478	15	22	17	61
112837	20	17	19	63
5189560	17	19	30	99
2504430	18	24	14	79
1202838	20	16	21	57
4233969_1	16	15	24	75
4233969_2	16	15	24	75
3482307	12	12	18	72
3790203	15	21	28	87
4820242	19	17	22	99
5873533_1	20	23	14	84
5873533_2	20	23	14	84
5763606	15	12	17	61
194979_1	18	12	18	67
194979_2	18	12	18	67
1496895_1	23	18	30	72
1496895_2	23	18	30	72
1772242	18	20	28	85
568908	23	26	29	89
3549947_1	20	26	19	82
3549947_2	20	26	19	82
4867721	15	13	13	66
4273665	17	23	22	72
406718	12	18	19	73
791940	24	26	26	73
3778076	14	17	23	51
5076419	21	23	23	99
4334978_1	23	23	23	98
4334978_2	23	23	23	98
5273492	27	27	30	91
2281928	13	23	21	88
5567058	15	26	24	79
5689219	14	15	18	82
636569_1	21	24	32	75
636569_2	21	24	32	75
1252781	19	24	23	93
5781171	20	19	20	57
4351757	12	18	18	72
3420086	17	20	16	58
3223574	22	22	18	89
754529	17	13	15	68
4346133	22	23	28	90
6139503	18	19	22	60
5910581	14	19	17	88
4115663	20	16	13	58
5044591	17	16	28	80
5563228	15	15	17	53
842087	23	18	26	98
4720091	26	24	26	85
2409474	17	19	22	63
1811631	26	23	22	100
2757912	27	23	26	103
3617887	25	21	26	76
3154553	20	17	18	84
5067960	21	24	23	84
6138810	16	18	17	68
2105051	24	20	32	97
4204660	12	17	17	65
3374595	11	16	19	55
2164351	16	18	19	54
4590181	23	20	27	103
5508409	11	12	21	53
6048822	17	20	18	78
4806129	17	19	17	71
5587178	11	16	15	67
3147758	22	29	23	87
2972982	20	20	20	79
1406195	12	16	19	64
6743064	18	25	25	75
6861397	16	14	20	50
6230600	25	15	20	86
5609407	13	23	15	59
5969364	21	20	23	103
3860661	17	27	22	74
2082457	20	29	20	69
6829887	14	16	14	87
3874243	20	17	20	100
4705815	25	23	32	95
93777	18	18	23	85
3651608	21	17	21	65
1259526	11	12	17	55
6523962	21	26	25	93
5600416	16	23	26	64
4385741	17	13	18	87
5986156	20	20	25	71
1200402	24	28	26	90
6944529	14	18	20	54
3006442	17	19	24	74
285608	20	17	16	102
4071569	15	22	27	99
4118288	24	20	21	82
1487944	24	25	24	79
4006955	22	18	24	82
252164	15	20	31	103
2438181	14	16	18	87
1436242	20	22	16	84
3883941	13	27	21	76
3952231_1	21	18	26	116
3952231_2	21	18	26	116
5013398	13	21	12	70
1092274	13	18	26	83
3261529	18	18	20	79
6601480	17	18	17	68
203494	11	13	17	60
6032236	18	13	24	65
5783834	25	26	27	72
4875115	12	22	19	52
6215617	13	17	22	62
6606265	24	28	32	102
5572352	19	27	19	93
6716371	27	27	28	107
4374807_1	22	26	31	89
4374807_2	22	26	31	89
1213848	20	13	20	62
6409704	22	22	25	86
6737386	16	12	23	56
404447	20	28	26	81
1640789	26	27	33	99
5825415	17	19	17	66
5827664	19	22	18	103
4136193	23	27	18	76
