TARA_149	TARA_150	TARA_151	TARA_18	TARA_25
515796	11	14	40	17	16
668116	12	22	43	11	14
600284	21	42	61	13	12
2091236	16	35	68	24	13
1341567	18	9	52	13	18
1476712	19	40	65	21	20
80876_1	22	37	59	19	20
80876_2	22	37	59	19	20
571513	16	37	49	18	19
2667486	19	9	46	19	20
371392_1	29	26	75	20	24
371392_2	29	26	75	20	24
68972	11	21	62	22	25
264471	20	21	84	26	26
197905_1	21	38	48	20	9
197905_2	21	38	48	20	9
299577	17	27	62	24	25
1350167	18	40	37	18	15
609042	13	45	67	29	22
2497474	15	18	43	23	22
2220511	25	23	72	19	20
1679206	11	44	51	24	23
2863824	21	45	46	17	11
1377567	27	11	80	34	22
2411066	11	38	80	29	9
1140217	15	19	61	25	20
2455278_1	17	20	51	9	14
2455278_2	17	20	51	9	14
1988912	10	30	70	18	10
1944672	27	34	48	14	21
2844407	9	18	21	22	10
803662	16	24	34	10	11
1765178	18	45	47	14	10
1677986	24	13	48	12	21
508331	20	12	60	18	32
2639547	15	33	53	16	23
320674	27	19	55	25	25
278427	17	36	64	23	9
1391102	18	17	50	15	27
2044096	25	17	65	16	27
1724491	19	19	41	16	11
335094_1	16	42	60	16	11
335094_2	16	42	60	16	11
1725751	13	38	71	23	18
1284552	14	15	50	28	11
545699	16	22	61	19	28
2507783	9	28	29	17	11
2638991	9	28	36	14	11
2536480	13	45	54	14	14
2663648	11	19	34	14	22
595037	32	13	51	31	20
2431161	18	44	69	29	13
844340	9	39	57	25	12
2465324	21	40	54	23	9
1914043	24	19	115	17	19
2147673	36	24	108	21	30
144774	14	37	62	28	12
2139656	14	35	43	14	10
1813809	19	17	65	11	14
2124092	9	39	68	31	15
368570	9	37	71	16	13
758310	13	15	51	15	17
1037159	25	15	63	19	26
2079859	17	39	27	12	12
412278	13	13	55	20	19
889842	16	14	49	19	24
849517_1	18	39	81	32	21
849517_2	18	39	81	32	21
2620646	24	31	78	26	14
1198714	17	28	34	33	10
798582	19	32	59	13	18
2725325	33	17	68	23	22
1117991	22	42	75	30	27
419542	12	40	29	11	10
2302156	20	15	73	21	17
673529	11	40	66	24	17
132384_1	9	24	47	22	26
132384_2	9	24	47	22	26
2127425	26	16	98	31	23
1799845	23	30	63	15	12
909337	17	19	56	10	13
257819	27	27	82	23	26
2469195	11	26	36	11	15
693753	10	30	66	24	10
943244	25	14	64	17	15
1386970	19	31	37	19	21
16726	15	30	46	12	19
2805825	16	27	39	17	12
481679_1	14	14	40	15	15
481679_2	14	14	40	15	15
52520_1	21	12	92	18	19
52520_2	21	12	92	18	19
52520_3	21	12	92	18	19
519772	11	19	59	11	18
1335277	22	22	68	29	17
1379874	21	21	38	13	10
312234_1	40	25	107	21	9
312234_2	40	25	107	21	9
2749081	15	29	39	19	13
2210106	23	27	50	9	11
756553	18	38	85	16	16
1843692	18	32	49	11	13
2393073	14	9	49	9	14
332200	12	17	84	16	17
2039777	20	44	56	12	17
103476	17	35	60	23	9
1700754	19	34	69	16	10
1323489	10	33	41	31	19
2319347_1	11	26	66	22	10
2319347_2	11	26	66	22	10
67165	21	21	77	21	19
1462064	30	10	81	19	24
322309	18	20	56	19	22
2542600	13	13	41	12	16
2238465	12	22	30	17	11
286496	9	22	36	21	11
2492137	12	20	36	31	9
1135300	11	38	49	15	9
2153571	29	22	69	23	15
2596210	10	34	47	19	12
2354640	9	29	56	23	14
819036	10	36	43	15	20
1563188_1	13	21	53	23	9
1563188_2	13	21	53	23	9
2296264_1	15	34	49	26	27
2296264_2	15	34	49	26	27
1576470	14	18	45	13	29
22561	15	27	46	11	9
2776031	25	16	42	11	15
704509	19	30	73	28	15
634377	16	19	98	27	21
98379	19	46	82	15	14
2385430	17	34	33	19	10
68689	13	29	47	26	9
2936343	17	25	50	16	12
1057223	9	30	42	27	12
15240	28	26	57	19	9
1246684	20	27	29	23	10
615934	12	32	63	23	13
138270	9	32	69	23	22
878949	14	15	28	14	12
2599815	21	41	66	21	29
2155909	22	17	111	19	13
2058771	11	19	36	29	10
771417	12	24	66	28	10
2807391_1	15	41	48	17	10
2807391_2	15	41	48	17	10
2706787	22	36	66	15	10
2768634	37	19	91	24	20
