TARA_144	TARA_147	TARA_150	TARA_151	TARA_25	TARA_30
2682139	14	9	11	11	13	17
4236773	11	10	12	10	10	20
4838934	11	9	14	13	18	16
6458374	16	11	9	11	12	15
5798598	10	13	13	9	11	11
3320415	11	13	12	10	16	17
4107207	10	9	15	11	10	23
5115894	9	9	14	10	10	19
5189280	9	11	11	9	11	16
755518	11	9	10	9	13	13
6470586	9	12	15	11	15	21
4563943	12	13	11	9	11	20
4950350	9	9	16	11	14	23
5073813	10	13	11	12	9	14
4652875	9	13	19	9	13	15
1331673	13	12	12	10	9	18
4516981	11	12	13	10	11	18
1235422	14	9	17	10	14	13
389433_1	10	9	10	14	11	25
389433_2	10	9	10	14	11	25
3903598	11	9	13	9	17	22
6167380	14	13	15	9	10	23
4140364	9	10	11	12	14	16
1484534	12	10	14	10	16	14
4581991	12	9	10	9	19	14
4804377	14	11	13	9	12	23
6288151	10	9	12	11	12	17
5530725	9	9	16	10	9	23
4193105	12	13	12	14	14	18
5603569	9	9	15	9	11	16
1700486	11	9	16	10	16	17
5906459	9	10	10	10	10	19
5082311	13	11	17	12	10	15
3415994	10	11	12	10	15	16
2570654	10	9	13	13	11	18
3662191	14	12	12	10	15	17
6400700	10	10	17	12	13	14
419371	9	9	9	9	12	20
4121130	14	10	12	11	15	11
6318231	11	10	19	12	12	20
6241392	11	10	14	9	16	20
987492	12	12	12	10	9	24
2158787	9	12	12	13	19	23
4993077	10	9	14	10	15	11
46624	10	11	18	11	10	22
246202	9	11	14	10	18	13
4040770	11	12	15	10	13	19
1846915	12	14	13	10	16	13
4222118	14	9	17	10	18	17
1764691	9	10	12	11	9	21
4911415	9	14	15	9	11	16
1065450	11	9	13	11	16	12
3424787	10	11	11	9	16	17
4802800	14	10	12	12	14	21
2775462	9	10	12	9	12	17
2097812	12	13	13	12	19	14
4007866	13	9	15	11	12	17
712581	11	9	10	10	13	19
4609966	11	9	18	9	17	12
481410	12	9	16	9	11	20
4577930	9	11	11	9	14	24
1729559	9	11	12	9	12	12
3150605	9	9	16	9	11	20
6549711	11	10	14	9	9	23
2733829	9	9	9	9	13	22
2065514	11	12	10	12	10	23
4795626	13	14	11	9	14	16
1332485	11	14	11	10	14	17
2008415	13	12	12	14	13	17
1666669	12	9	16	11	18	16
4701214	9	10	13	12	11	19
4077887	9	11	14	12	14	19
3508104	9	9	12	12	15	16
4832284	10	10	18	11	11	19
5486163	15	11	9	9	16	18
2282320	12	14	12	10	9	20
6460132	14	11	14	11	12	21
868605	11	10	17	11	12	16
629640	9	9	17	13	18	21
6470144	11	12	17	11	14	17
884297	10	13	12	12	10	11
4375726	15	9	14	10	15	16
1458023	10	14	9	14	9	21
4258344	9	9	11	12	13	20
791029	11	12	17	12	13	11
2247070	10	14	16	11	11	23
3068924	12	9	11	12	13	24
846931	13	14	11	11	14	16
1499856	13	11	18	10	17	18
991709	12	9	11	9	18	14
6038017	9	13	10	12	16	11
1749021	11	11	14	12	12	18
2390129	11	11	19	9	16	14
4086201	14	14	11	9	12	23
2353652	9	13	14	10	15	19
3861752	12	11	11	9	18	24
4883241	10	10	13	10	14	20
4018829	9	9	17	10	13	23
5614955_1	16	12	13	13	11	18
5614955_2	16	12	13	13	11	18
4383329	13	11	19	13	19	21
3713115	12	10	10	10	15	16
351588	9	12	17	12	12	14
5921431	10	10	15	9	17	20
4773528	9	11	13	12	9	13
1572791_1	13	9	16	10	14	19
1572791_2	13	9	16	10	14	19
2056208	13	11	9	11	13	14
1456389	15	10	18	10	10	23
1017506	13	13	16	9	12	21
1636853	16	14	10	10	19	20
3695324	9	11	10	11	17	21
1075013	9	14	10	9	16	14
3776843	11	14	14	12	12	14
5795081	14	10	10	9	12	22
4147887	14	9	13	11	14	15
4096046	10	10	14	10	15	12
616628	11	12	16	12	12	16
496129	11	12	12	11	17	19
6485248	10	10	9	10	14	21
4093853	14	11	11	9	14	25
3717276	9	9	12	10	11	19
2598717	13	13	17	12	12	15
6369273	16	12	15	9	11	20
6527458	9	11	13	9	13	24
3470214	12	9	13	10	12	13
5624269	12	10	12	14	14	20
2338367	12	10	18	11	14	19
5493478	13	11	15	9	10	18
1330216	14	11	18	13	16	19
2208295	14	9	13	12	9	20
4627069	11	10	11	9	17	22
4768461	14	12	12	9	12	17
6541827	11	11	9	9	14	21
4457004	9	13	11	12	12	17
1278737	11	9	11	9	11	18
1959671	13	14	16	10	13	19
1911003	11	9	14	9	12	18
6339730	9	9	18	14	13	17
6091122	14	10	18	10	14	14
2173943	12	10	12	10	18	15
2745412	13	12	16	10	17	24
3565912	14	13	11	13	16	18
4686772	9	10	9	9	12	21
4575893	11	13	14	9	11	14
3201779	9	9	12	9	12	25
1930109	10	10	12	9	12	18
747969	12	10	16	10	15	16
685920	10	12	16	13	14	20
5526001	14	9	9	11	14	21
