TARA_7	TARA_11	TARA_18	TARA_23	TARA_26	TARA_70
2639293	22	55	30	14	20	10
1447090	17	56	34	14	12	9
6111651_1	26	58	43	15	15	9
6111651_2	26	58	43	15	15	9
4799003	19	59	43	16	10	10
6179864	22	61	44	17	16	10
3093386	22	69	36	10	12	12
5650964_1	27	66	40	11	14	12
5650964_2	27	66	40	11	14	12
2728394_1	25	65	41	9	15	10
2728394_2	25	65	41	9	15	10
4885640	20	63	37	13	13	13
5648094	21	64	36	15	11	12
1300462	20	55	40	10	12	9
3057103_1	23	61	39	9	20	13
3057103_2	23	61	39	9	20	13
3027597	18	68	37	14	13	12
1810463_1	20	59	43	12	12	12
1810463_2	20	59	43	12	12	12
1810463_3	20	59	43	12	12	12
2802793	23	57	45	12	13	12
5646585	25	59	39	13	16	12
30171	26	59	36	12	16	11
2683489	26	61	42	11	19	14
1327032_1	27	53	42	9	17	11
1327032_2	27	53	42	9	17	11
3176094_1	24	53	32	10	15	11
3176094_2	24	53	32	10	15	11
846901	19	63	35	9	15	11
1718042	22	66	37	15	14	11
5057565	23	54	33	10	11	12
5636006_1	17	62	43	10	14	11
5636006_2	17	62	43	10	14	11
3249466	22	58	34	12	17	9
2847766	21	62	46	9	14	9
3381860	22	52	34	15	12	10
2031724	25	67	39	17	13	10
666977	25	57	37	17	15	10
2037513	28	63	43	10	14	12
3756261	18	61	40	12	12	12
1595550	22	62	40	12	16	9
1799069	23	53	38	14	13	10
2215266	22	59	40	19	12	11
2891084	22	70	42	16	16	9
779190	27	51	31	9	17	13
3601192	25	69	44	16	16	11
3354807	26	68	39	13	18	9
4948185	25	61	38	17	18	9
2193100	29	65	43	13	19	9
2792398	27	67	39	16	16	13
1384457	27	57	38	14	18	9
6398759	26	61	42	13	18	12
5788544	31	66	43	10	15	14
5266876	23	59	40	10	11	12
1206306	19	64	40	10	14	13
4072644	23	63	45	10	14	10
533292	25	68	38	12	13	10
4885781	26	64	40	11	18	14
2036650	27	65	39	12	18	10
5040706_1	25	63	42	15	14	10
5040706_2	25	63	42	15	14	10
5040706_3	25	63	42	15	14	10
6201182_1	31	66	42	10	17	11
6201182_2	31	66	42	10	17	11
1966591	19	61	36	13	16	11
2148159	23	57	42	12	14	11
1154726_1	21	57	43	10	17	9
1154726_2	21	57	43	10	17	9
1154726_3	21	57	43	10	17	9
5653516	29	65	43	14	16	12
3808932	18	68	38	18	10	12
3498829	24	68	39	16	16	11
3405628	28	60	45	10	17	10
792728	17	53	37	9	16	12
1527596_1	21	59	37	9	17	12
1527596_2	21	59	37	9	17	12
6106522	23	55	45	10	14	14
3343931	22	68	36	14	18	10
1969520	27	61	35	15	18	11
585926	21	62	36	12	19	10
3411620	25	53	38	14	19	14
6439326	21	67	35	17	13	10
1682993	20	67	39	18	19	13
687921	29	59	42	16	16	11
2390383	28	62	40	11	14	14
3116247	19	61	42	10	10	9
3419786_1	23	63	35	15	18	10
3419786_2	23	63	35	15	18	10
6619888	26	51	37	9	13	11
5229272	20	67	33	12	19	11
5681460	21	62	37	13	17	11
3622454_1	22	66	39	11	13	12
3622454_2	22	66	39	11	13	12
4870721	21	59	32	10	13	12
1369201	25	62	40	13	13	12
1899128	25	63	35	18	20	9
6473032_1	23	60	37	11	15	14
6473032_2	23	60	37	11	15	14
3002005	19	61	35	17	12	10
436113_1	22	55	39	17	17	12
436113_2	22	55	39	17	17	12
5502651_1	17	60	42	9	14	11
5502651_2	17	60	42	9	14	11
5502651_3	17	60	42	9	14	11
4797536	21	62	36	14	12	14
2869490	28	60	44	10	17	11
3454286	31	67	37	13	15	11
4792773	31	62	43	13	13	10
2484145	24	70	34	12	17	10
3479443	26	64	41	16	14	12
3479629_1	30	64	44	9	17	12
3479629_2	30	64	44	9	17	12
5972590_1	20	67	38	14	17	14
5972590_2	20	67	38	14	17	14
5972590_3	20	67	38	14	17	14
983885	27	59	40	15	18	12
5891358	28	54	30	11	16	10
1715659	23	54	36	15	17	9
4005690_1	23	65	35	12	14	12
4005690_2	23	65	35	12	14	12
6198552	26	61	40	14	11	10
4000931	28	69	41	19	17	11
453299	22	57	43	13	10	11
3868400_1	20	70	35	18	15	13
3868400_2	20	70	35	18	15	13
1381668	24	60	38	10	15	14
2902298_1	24	64	36	17	17	14
2902298_2	24	64	36	17	17	14
2902298_3	24	64	36	17	17	14
3566562	21	56	36	12	17	12
4549974	21	62	32	9	15	13
359961_1	24	62	40	13	20	13
359961_2	24	62	40	13	20	13
810580	25	63	32	17	15	12
143102_1	23	65	38	13	15	10
143102_2	23	65	38	13	15	10
823435	21	59	35	13	17	12
1914678	31	69	42	10	16	11
3037912_1	21	60	43	12	12	10
3037912_2	21	60	43	12	12	10
6222923	31	70	45	15	19	10
3634392	23	54	43	11	18	11
3335585_1	28	61	42	15	17	9
3335585_2	28	61	42	15	17	9
3595334	21	60	37	14	15	13
214184	31	68	39	14	14	11
4777745	20	68	36	11	13	11
1956519	27	66	31	11	16	12
6113466_1	23	56	31	13	18	9
6113466_2	23	56	31	13	18	9
1743031	28	60	44	9	19	10
5705721	17	57	37	11	20	12
3284627	22	68	36	10	18	9
363024	25	61	44	15	20	11
2869144	30	55	45	14	17	12
6430896	28	62	43	14	14	9
1300506	23	53	31	18	16	9
3979411	29	60	37	9	11	13
3775953	21	53	44	14	15	11
1684639	31	62	45	10	15	11
5435916	24	52	33	9	16	12
898665	24	55	30	19	18	9
951040	19	58	40	13	13	12
6252351	18	62	38	11	12	12
3902846	24	53	40	16	18	10
6608972	24	58	36	12	18	13
5595506_1	25	68	31	13	15	10
5595506_2	25	68	31	13	15	10
5595506_3	25	68	31	13	15	10
2722661	31	55	39	14	18	9
6350262_1	26	61	42	11	18	11
6350262_2	26	61	42	11	18	11
5479437	24	60	38	11	14	12
5943082	20	60	40	17	17	9
1749105	31	62	41	11	19	9
4093371	27	51	32	12	18	11
2719877	27	66	39	12	17	12
2194114_1	24	54	43	15	12	10
2194114_2	24	54	43	15	12	10
2302409_1	21	58	38	17	17	14
2302409_2	21	58	38	17	17	14
3071023_1	23	56	31	19	15	9
3071023_2	23	56	31	19	15	9
3367842	19	58	37	14	11	11
4614165_1	24	60	46	13	12	13
4614165_2	24	60	46	13	12	13
1175720	26	62	43	15	19	10
1502263	27	51	37	17	15	9
5433423_1	24	62	36	15	13	9
5433423_2	24	62	36	15	13	9
