TARA_72	TARA_143	TARA_26	TARA_70	TARA_76
1978869	45	10	13	31	30
4233293	55	12	9	48	28
3639304_1	58	14	9	36	29
3639304_2	58	14	9	36	29
2812166	44	11	16	22	13
1455752	44	9	9	30	23
2292942	52	12	14	30	33
5201391_1	44	9	15	26	17
5201391_2	44	9	15	26	17
5636205_1	55	9	14	37	29
5636205_2	55	9	14	37	29
5636205_3	55	9	14	37	29
4195248	57	9	10	34	25
5538565	55	13	14	34	26
5372790_1	73	15	14	37	19
5372790_2	73	15	14	37	19
5372790_3	73	15	14	37	19
252234	42	9	13	27	16
4829065	77	12	9	38	32
3942206	48	13	9	30	31
3655270	56	16	10	17	12
1476769	53	19	9	39	22
3314794	76	18	14	40	37
3834108_1	49	18	11	39	24
3834108_2	49	18	11	39	24
6033196	57	14	10	36	21
5175485	39	10	9	23	25
1535549	44	13	12	30	22
2323340	42	12	11	34	24
2971458	48	12	13	40	24
6402457	41	11	13	48	25
4748734	51	10	13	22	11
157787	58	10	11	20	19
3201996	42	21	9	38	28
3004100_1	65	11	11	26	17
3004100_2	65	11	11	26	17
539212	50	12	10	31	30
4999564	51	9	10	33	15
4585005	74	13	12	33	23
5859691	35	12	10	23	22
2393356	59	21	10	20	28
61080	33	19	16	24	30
940312_1	63	10	9	27	22
940312_2	63	10	9	27	22
3480070	54	12	11	17	14
4005262	47	14	12	35	25
3766897_1	57	10	14	24	20
3766897_2	57	10	14	24	20
1992762	53	11	13	26	19
1645490	74	13	15	30	22
2321020	43	20	10	37	20
1749468_1	42	17	11	42	28
1749468_2	42	17	11	42	28
2977645	57	18	10	32	22
2457238	62	10	11	29	19
713272	45	15	15	44	23
3965965	55	17	11	28	23
5321161	68	16	14	29	22
579801	37	13	9	22	25
3388982	39	14	12	18	19
3219102	48	17	17	22	19
2155480_1	48	14	9	48	21
2155480_2	48	14	9	48	21
3718331	44	15	12	33	31
181850	46	19	10	28	16
1517956	80	14	12	43	30
5850899	45	11	16	27	21
5973103	65	13	12	20	22
1270858	44	13	15	17	26
2699630	40	20	10	47	19
5935452	49	12	17	32	18
6506706_1	75	13	13	38	26
6506706_2	75	13	13	38	26
456648	58	16	11	28	20
2211237_1	42	15	9	23	22
