TARA_143	TARA_144	TARA_150	TARA_151	TARA_18	TARA_22	TARA_70	TARA_76
558038	0.785714285714286	1	1	1	1	0.916666666666667	1	0.916666666666667
5393932	0.791666666666667	0.454545454545455	0.363636363636364	0.166666666666667	0.727272727272727	0.833333333333333	0.535714285714286	0.3
1610580	0.764705882352941	0.9	0.727272727272727	0.529411764705882	0.333333333333333	0.416666666666667	0.609756097560976	1
3164005	0.2	0.2	0.241379310344828	0.153846153846154	0.307692307692308	0.285714285714286	0.195652173913043	0.307692307692308
1429488_1	0.454545454545455	0.692307692307692	0.5	0.130434782608696	0	0.25	0.425531914893617	0.615384615384615
1429488_2	0.454545454545455	0.692307692307692	0.5	0.130434782608696	0	0.25	0.425531914893617	0.615384615384615
1429488_3	0.454545454545455	0.692307692307692	0.5	0.130434782608696	0	0.25	0.425531914893617	0.615384615384615
5228908	0.16	0.181818181818182	0.466666666666667	0.0952380952380952	0.285714285714286	0.692307692307692	0.206896551724138	0
1407024	0.91304347826087	0.428571428571429	0.888888888888889	0.928571428571429	1	0.875	0.777777777777778	0.933333333333333
6139694	0.263157894736842	0.176470588235294	0	0.263157894736842	0.1	0	0.285714285714286	0.4
4506504	0.173913043478261	0	0.1875	0.0869565217391304	0.2	0.105263157894737	0.266666666666667	0
4435805	0.769230769230769	0.545454545454545	0.6	0.380952380952381	0.5	0.818181818181818	0.636363636363636	0.692307692307692
3521752	0.0952380952380952	0	0	0.272727272727273	0.428571428571429	0.380952380952381	0.21875	0.222222222222222
515433	0.611111111111111	0.4375	0.866666666666667	0.533333333333333	0.222222222222222	0.615384615384615	0.393939393939394	0.555555555555556
6575961_1	0.357142857142857	0.307692307692308	0.333333333333333	0.391304347826087	0.272727272727273	0.461538461538462	0.511627906976744	0.444444444444444
6575961_2	0.357142857142857	0.307692307692308	0.333333333333333	0.391304347826087	0.272727272727273	0.461538461538462	0.511627906976744	0.444444444444444
2455039	0.529411764705882	0.111111111111111	0.176470588235294	0.238095238095238	0.1	0.590909090909091	0.428571428571429	0.666666666666667
