TARA_142	TARA_143	TARA_144	TARA_146	TARA_147	TARA_149
6744311	15	13	21	11	11	15
6091434	10	9	15	12	73	14
1409665	10	9	15	13	28	11
3580441	27	9	15	15	9	11
1563423	23	23	45	10	119	16
5593610	37	12	22	26	26	20
4781672	34	10	12	29	17	21
6566869	11	11	15	19	110	18
1577346	22	10	15	11	28	15
4301510	14	11	10	13	14	27
3311720	16	22	43	21	117	18
941589	35	13	17	23	28	17
6012771	16	13	23	15	26	12
3824053_1	29	12	36	30	95	11
3824053_2	29	12	36	30	95	11
2936246	14	12	23	12	130	12
1967437	23	10	13	14	28	21
4913012_1	17	13	10	12	21	23
4913012_2	17	13	10	12	21	23
1003699	33	9	11	10	13	21
4959303	20	15	14	17	16	9
973986	19	10	22	12	21	16
6093909	29	12	15	16	16	21
5442669	24	17	34	25	113	24
3506298	16	11	29	14	64	10
6946375	10	9	13	13	48	11
1568013_1	31	13	31	26	23	24
1568013_2	31	13	31	26	23	24
5369498	9	11	29	15	62	17
3706326	21	10	14	18	12	19
1683130	32	12	24	21	25	25
6100866	19	10	14	23	17	21
2269790	29	11	17	14	22	23
1018523	26	12	14	13	23	23
3170158	17	12	11	15	12	21
5088905	28	9	13	13	30	16
5632444	10	9	24	9	32	14
6892363	14	13	16	13	27	17
3739235	9	24	32	14	119	10
1380879	15	13	23	22	90	17
308369	9	15	36	28	92	28
2137531	9	12	38	14	52	11
5916355	33	14	28	21	22	23
2548705_1	34	13	28	27	27	28
2548705_2	34	13	28	27	27	28
3308827	25	10	17	23	20	27
4106571	32	14	20	25	24	23
6133014	37	9	15	20	16	16
6828511	26	14	17	14	21	21
4353071_1	30	13	22	19	33	20
4353071_2	30	13	22	19	33	20
5312188	13	23	34	20	82	16
1392201	31	12	19	25	24	22
2401211	9	10	22	11	48	18
4174883	37	11	28	28	25	27
69219	13	19	26	11	76	9
6736610_1	33	15	22	26	21	29
6736610_2	33	15	22	26	21	29
4255916	18	19	24	9	59	10
4662384	27	16	32	31	25	27
6825466	13	17	35	25	108	17
4870652	12	15	42	24	107	15
177482	15	13	26	27	120	22
6619478	14	12	45	20	113	18
3063982	20	10	19	19	19	27
5065281	19	19	41	20	109	25
4067146	14	17	28	9	55	9
6898259_1	33	10	27	27	34	27
6898259_2	33	10	27	27	34	27
1963571	9	17	28	11	46	11
4001175	11	13	19	11	61	12
378169_1	25	9	16	15	17	20
378169_2	25	9	16	15	17	20
1261789_1	32	15	27	25	20	20
1261789_2	32	15	27	25	20	20
1261789_3	32	15	27	25	20	20
2489595	9	23	34	18	83	16
2880324_1	10	26	37	12	99	24
2880324_2	10	26	37	12	99	24
6213261	34	13	17	14	15	28
3782481_1	14	17	37	12	129	27
3782481_2	14	17	37	12	129	27
6557080	30	12	23	23	17	15
868603_1	13	21	34	13	102	15
868603_2	13	21	34	13	102	15
1096508_1	13	14	29	24	108	20
1096508_2	13	14	29	24	108	20
6196632	12	16	28	17	73	10
6476065	14	13	28	11	84	21
6176859	21	14	15	18	114	10
199056	14	21	22	20	85	12
2247335	11	16	20	14	83	20
2000232	9	15	29	10	63	23
1641746	12	15	40	22	65	21
6881101	11	19	25	13	53	14
4571944	11	12	24	13	74	20
4828250	11	17	18	13	57	21
432669_1	10	17	30	17	76	15
432669_2	10	17	30	17	76	15
2001839	17	21	30	12	81	20
857826	22	9	22	19	19	10
1594466	12	14	33	24	104	18
6254065	24	17	14	15	16	28
1570878	25	18	45	15	98	25
3610974	35	9	22	22	36	23
1616537	11	22	44	23	101	19
7023478	10	15	19	21	38	21
2017564	20	17	32	16	85	18
4242961_1	30	9	13	17	16	21
4242961_2	30	9	13	17	16	21
6328058	17	16	42	23	94	18
4603269	15	16	36	16	108	17
5248956	23	11	22	23	24	23
1880008	22	18	41	22	103	21
5747639	28	18	18	14	96	19
5521934	11	16	29	11	78	25
958246	37	10	22	24	19	15
5709882	14	10	38	17	77	19
945980	11	15	19	16	26	10
295047	32	18	17	25	16	23
5512647	13	23	38	9	120	19
2364566	16	16	26	19	106	16
194492	14	11	30	13	84	19
5177347	16	18	30	13	92	17
5721341	12	21	19	19	114	11
1026327	11	10	32	12	78	11
2997328	17	27	41	23	99	26
3271851	12	17	45	21	115	16
692391	21	16	28	17	82	11
2474074	12	14	47	20	119	18
2147098	18	26	31	25	118	14
5158934	13	13	29	14	55	11
1422725	10	15	42	14	111	16
3031559	19	12	25	21	79	13
3455864	11	16	35	18	89	14
5150715	20	24	30	19	113	30
2343060	9	12	20	18	55	22
885837	12	26	29	15	91	17
6152849	19	20	45	17	117	15
2294081_1	26	9	27	30	27	21
2294081_2	26	9	27	30	27	21
2294081_3	26	9	27	30	27	21
