TARA_7	TARA_9	TARA_18	TARA_22	TARA_23	TARA_25
1952851	18	10	12	62	57	29
1435452_1	20	10	11	97	50	18
1435452_2	20	10	11	97	50	18
6440006	19	10	13	84	50	19
2720819_1	13	12	13	88	58	21
2720819_2	13	12	13	88	58	21
2334146	17	11	19	75	60	17
2036847	24	12	15	83	54	24
4401396	25	12	13	99	56	16
174676	13	16	11	64	48	13
2888849	24	16	12	70	61	22
5651443_1	16	12	11	81	51	10
5651443_2	16	12	11	81	51	10
828763	25	11	12	79	67	24
2501753	15	10	9	102	60	18
6001678_1	14	9	19	91	63	20
6001678_2	14	9	19	91	63	20
6021297	25	14	17	86	53	17
314647	27	10	12	97	55	21
3034730	26	10	10	70	61	15
5324713	24	10	10	79	58	15
4141505	11	13	10	85	50	14
996031	25	16	13	91	55	14
6420270_1	27	10	9	84	52	16
6420270_2	27	10	9	84	52	16
2202390	24	14	9	78	48	27
2454037	23	14	9	97	44	18
4666042	16	11	11	102	56	23
2127732	14	10	10	90	59	24
3379231	23	11	13	80	65	16
4024442	22	9	9	82	53	12
1872518	25	10	16	84	60	16
3200453	13	11	10	92	53	22
730881	11	12	15	88	62	25
3400807_1	19	11	9	88	52	19
3400807_2	19	11	9	88	52	19
3682738	14	12	12	75	62	15
3840630_1	26	9	10	102	58	17
3840630_2	26	9	10	102	58	17
3667556	20	12	13	87	50	23
2860796	23	14	14	78	51	28
2911070	17	9	10	94	55	24
866247	27	11	10	81	55	26
2550115_1	22	12	13	93	53	11
2550115_2	22	12	13	93	53	11
2550115_3	22	12	13	93	53	11
3365634_1	19	10	11	93	62	10
3365634_2	19	10	11	93	62	10
6361964	23	9	12	93	52	22
2732672	18	11	9	69	44	14
1094738	20	9	15	86	44	17
3401137	17	10	12	81	61	16
2026892	19	10	9	76	48	15
4384493	20	11	15	80	57	27
823910	24	14	18	80	43	15
4861817	26	11	15	70	54	12
464383	21	11	14	79	70	16
4853657	17	13	11	85	63	10
2331490_1	30	10	9	85	46	10
2331490_2	30	10	9	85	46	10
223781	16	15	11	74	40	24
2784253	19	16	10	72	63	28
2059903	17	9	10	68	54	22
2963584	28	12	10	86	53	19
1570626	16	10	10	71	50	19
4394096	20	13	16	83	48	13
4301901	22	12	15	87	51	26
2080223	18	14	9	75	47	18
3714346	19	12	15	94	51	21
6553505	21	11	12	85	59	19
4826131_1	11	14	15	65	53	28
4826131_2	11	14	15	65	53	28
5662905	23	10	14	96	65	17
2286574	17	10	10	85	67	12
6265923	13	9	12	71	38	16
5545342	25	13	11	73	60	11
962591	25	10	16	103	48	15
5630404	16	9	12	90	45	25
2348786	16	13	11	80	60	22
5173712_1	17	12	12	73	52	28
5173712_2	17	12	12	73	52	28
5256772	26	15	13	88	51	15
3678472_1	26	14	13	68	53	21
3678472_2	26	14	13	68	53	21
6337997	21	16	9	75	41	15
3047784	12	11	11	84	52	13
2582548_1	10	16	17	94	65	19
2582548_2	10	16	17	94	65	19
3744815	14	9	9	91	55	22
2215541	17	9	9	106	49	22
2746042	16	9	11	73	59	15
6179361	18	11	11	61	53	17
5958223_1	24	12	17	88	46	18
5958223_2	24	12	17	88	46	18
6609199	16	10	13	75	55	29
2644337	19	15	11	97	52	12
2119034	20	9	17	93	58	25
3369824	16	11	13	82	60	19
3406376	24	14	9	79	51	14
5539226	14	15	16	67	49	21
1534221_1	18	10	16	61	53	18
1534221_2	18	10	16	61	53	18
6240839	23	9	16	79	66	17
3590992	18	10	14	63	39	15
5375124	17	11	16	62	55	19
4017703	16	16	13	92	56	17
2735759	22	9	14	86	51	27
1989025	21	15	14	64	52	13
1725335	24	15	10	86	46	21
4029041_1	10	13	9	85	66	27
4029041_2	10	13	9	85	66	27
3541476	27	15	11	76	44	18
1415323	12	11	10	69	58	29
3371443	23	9	17	74	65	25
6362506	15	9	10	69	54	10
3161873	25	10	14	98	51	15
6236077	20	13	10	63	64	26
561574	13	13	10	84	52	19
4380313	23	9	11	78	58	17
2765717	20	14	9	77	45	13
6237241	14	11	18	88	63	13
3274312	19	11	14	89	59	16
3271780	16	11	15	78	63	25
3658576	19	15	16	77	58	24
984040	13	12	19	90	53	23
733316	18	16	18	101	57	26
2720510	25	10	16	91	44	20
5876619	20	13	9	73	52	24
6292999	26	13	11	105	54	13
1206095	16	12	17	71	41	17
3733058	15	10	12	93	47	23
3373293	20	10	12	92	43	17
4764427	16	11	15	64	52	15
5234028	17	14	11	104	61	16
3401766	28	16	13	90	61	13
3609935	16	10	9	85	59	22
3297697	28	13	11	101	51	16
5853030	22	10	18	90	52	18
1482584	12	9	19	78	64	27
3663212	12	15	13	68	62	15
5934223	16	12	10	70	54	14
2295655	18	12	13	94	67	19
539947	21	9	14	89	54	14
4604277	21	12	12	75	44	20
5755740	20	13	14	88	63	19
1185960	22	11	11	75	42	27
5634442	18	13	9	101	44	20
4095580	26	10	10	93	51	21
2377427	16	15	17	65	48	17
1277654	26	10	10	91	60	14
3651181	22	10	10	77	65	22
63199_1	26	9	11	88	48	23
63199_2	26	9	11	88	48	23
63199_3	26	9	11	88	48	23
5204407	21	13	11	77	46	14
4300504	25	14	9	101	44	21
3706952	23	11	17	102	59	25
2717175	25	12	15	83	61	28
3711814_1	17	12	10	64	48	20
3711814_2	17	12	10	64	48	20
1900570	17	10	18	84	54	14
66294	17	10	10	69	55	22
1067629	29	10	10	77	55	13
1750817_1	26	12	14	92	62	23
1750817_2	26	12	14	92	62	23
5273339	17	9	17	100	65	29
3637092	17	12	9	93	65	21
2599832	27	9	10	93	48	20
6467483	19	11	13	63	55	19
2945879	26	13	12	73	57	20
3679282	23	13	11	75	56	20
6285165	30	10	11	90	64	27
1498752	23	9	12	72	59	25
205264	23	9	16	80	44	21
1157623	17	10	10	83	66	23
2954509	20	12	12	85	45	17
1800444	30	9	9	67	52	25
1134501	18	10	18	65	54	13
1537488	15	10	9	85	46	27
6080212	11	12	12	74	38	18
6311698	27	11	11	84	66	23
6330748	15	9	11	104	65	18
248423	24	11	10	85	51	16
561958_1	13	10	11	65	66	25
561958_2	13	10	11	65	66	25
4612919	26	11	14	85	53	25
2358933	29	12	10	88	61	10
3926790	14	13	9	67	47	16
3717363	18	14	13	100	51	29
177780	25	10	11	95	61	27
2098489	28	10	10	83	56	28
4036031	14	9	9	93	55	24
4421729	18	9	10	84	57	27
618158	21	13	9	94	59	25
4845789	15	11	13	88	68	18
5986917	25	11	10	74	51	20
5738740	10	13	10	65	46	18
6365901	15	9	13	71	59	16
5465619	29	11	15	94	55	29
2561969	19	10	12	95	51	10
2369246	15	10	16	68	59	24
1939148_1	11	10	17	85	46	28
1939148_2	11	10	17	85	46	28
4543514	13	10	10	69	59	17
46009	23	14	19	89	55	26
468334	22	14	11	93	60	28
2500371	19	15	18	84	54	27
5015237	30	15	12	80	52	20
2345744	15	9	9	76	55	29
5626099	18	12	10	91	64	17
3286758	27	10	10	62	46	10
4317034	20	9	15	91	47	12
1555936	21	12	17	82	48	22
5775524_1	24	13	14	102	70	19
5775524_2	24	13	14	102	70	19
1416559	16	11	9	77	46	25
2940233	14	11	12	77	65	25
3732605	14	10	10	100	56	23
3017312	17	12	15	66	43	27
847753	29	12	11	87	70	20
3522660	24	10	14	61	60	23
2358705_1	26	9	16	101	55	17
2358705_2	26	9	16	101	55	17
6157167	20	16	9	74	58	17
6507885	23	10	11	81	51	16
6600316	24	9	12	82	69	29
3812286_1	17	16	12	81	62	15
3812286_2	17	16	12	81	62	15
3199682	26	12	9	103	54	23
6391607	28	9	14	94	52	26
808794_1	13	16	13	74	45	20
808794_2	13	16	13	74	45	20
808794_3	13	16	13	74	45	20
1434365	17	13	15	72	54	20
4877309	19	11	11	75	67	23
2255116	14	14	16	85	71	26
1935802	25	9	10	94	69	20
1732535	23	14	13	78	63	26
1114045	28	10	13	61	50	21
6309592	21	10	13	76	66	16
1422416	21	14	10	82	49	12
3179092	16	13	12	84	64	17
2973898	18	10	10	74	59	15
2868930	14	10	11	82	65	18
5856053_1	20	13	14	68	51	23
5856053_2	20	13	14	68	51	23
5544989_1	20	13	16	79	69	23
5544989_2	20	13	16	79	69	23
3192639	17	12	12	87	55	15
5727703	24	9	16	85	64	13
3974258	20	11	14	74	52	12
2948599	29	13	9	67	52	18
3611397	21	9	11	89	53	16
4317031	15	9	10	88	64	15
2020631	29	11	10	100	48	18
2859519	23	11	9	100	42	13
4408399	20	10	11	82	56	28
982135	17	9	10	82	46	11
3669071	14	13	15	94	65	17
6613199	18	10	13	107	56	17
3544213	11	9	15	99	54	24
6416421	26	12	12	79	47	15
3468210	12	9	10	87	47	18
473222	20	13	12	75	47	12
2340964	17	9	12	66	38	17
3389288	18	9	15	74	60	10
4042513	18	9	11	75	51	24
6560820	16	9	9	72	59	18
3396953	18	12	12	90	40	22
2494730	25	9	13	104	57	27
4188078	17	9	13	72	57	15
3603200	28	14	13	78	55	14
4395264	14	12	17	80	55	23
4307047	28	10	10	77	54	21
2760320	25	11	16	80	42	13
2434478	11	16	11	73	58	12
3411914	15	11	9	88	55	20
861715	13	14	12	83	67	26
2734983	22	10	11	80	45	21
1698068	19	12	9	99	57	14
4885508	23	15	10	86	55	15
3555774	21	10	13	82	56	25
3719545	17	10	9	107	54	17
6473866	24	13	12	80	60	27
3858501	30	11	13	95	59	28
2743049	30	13	11	95	47	23
213727	18	14	13	75	62	20
1178581	17	12	10	90	50	17
5481865	17	12	15	65	46	19
1249094	24	10	14	95	64	28
2452764	18	11	11	107	56	14
4619199	28	12	14	102	49	17
6413201	10	9	10	83	41	19
5709429	18	14	9	76	60	21
2927241	26	15	12	95	62	19
5269190	22	9	10	102	52	28
2374274	19	10	12	80	47	25
2954888	17	11	16	90	55	15
2956332	24	10	18	79	44	15
2082213	23	15	17	80	69	24
4946659	15	12	17	74	62	16
5265371	16	10	10	66	67	19
5989815	22	12	10	89	56	15
6560351	24	14	9	85	55	19
3297286	12	11	11	87	65	19
4790193	30	9	12	85	70	20
3514425	20	12	15	67	54	11
5063560	14	12	19	72	50	29
3364345	17	11	14	61	49	22
3118470_1	15	9	9	88	42	19
3118470_2	15	9	9	88	42	19
2774029	22	11	17	87	70	22
3729115	20	13	16	79	46	28
3577416	18	9	15	70	58	19
2792043	25	10	11	78	58	16
5542582	27	9	13	87	59	24
5864941	29	13	9	97	62	24
466094	20	15	11	82	41	21
2416903	14	11	11	70	63	21
2221443	14	14	12	82	49	23
5770707	16	10	10	87	53	21
1466416	19	11	11	67	67	25
989176	21	10	10	91	64	13
4380994	20	15	10	92	59	12
5847002	23	10	11	102	66	16
2300527	18	9	19	85	58	17
6087045	14	11	9	83	46	11
3806906_1	16	10	14	80	61	13
3806906_2	16	10	14	80	61	13
1210813	21	13	12	94	51	22
1605331	24	11	18	87	59	19
4623366	21	16	19	69	53	24
2790850	16	9	13	76	50	17
2868285	16	14	14	94	63	22
3434647	23	10	16	102	66	23
3988808	16	10	9	99	51	14
6224810	23	15	10	85	57	28
4440489	21	10	12	71	49	15
3266858	12	10	11	85	47	15
4119628	24	9	12	96	53	24
2347486_1	28	11	10	92	52	11
2347486_2	28	11	10	92	52	11
2347486_3	28	11	10	92	52	11
4819235	11	10	10	91	48	9
3421477	20	14	11	75	71	21
5961296_1	23	11	12	94	53	15
5961296_2	23	11	12	94	53	15
5961296_3	23	11	12	94	53	15
456043	22	13	15	87	71	13
4526443_1	18	13	17	78	67	19
4526443_2	18	13	17	78	67	19
4526443_3	18	13	17	78	67	19
588448	29	11	16	91	71	15
5108101	22	12	18	70	44	29
4350025	27	10	12	72	70	22
6284216	20	12	12	101	68	17
6114799_1	28	11	15	88	43	17
6114799_2	28	11	15	88	43	17
5800114	15	9	14	75	54	20
1605980	13	10	12	78	59	11
3251861	19	12	11	78	69	21
122319	24	15	13	93	61	22
3351987	14	10	10	83	47	20
6236448	23	9	11	74	58	19
3684553	24	11	13	92	66	20
2625456	26	12	10	100	62	25
1504653	16	12	13	71	43	28
4389378	21	9	11	77	52	20
3755952	28	14	11	94	43	20
1590047	20	10	12	103	55	19
6160235	10	14	16	81	67	18
3084038	10	10	9	82	60	23
3481684	12	9	17	87	71	21
4686369	20	15	13	82	54	23
5830980	18	12	11	83	64	21
2129652	15	14	10	67	50	28
6499341	21	9	11	62	55	13
2196957	23	16	12	95	62	11
2752504	28	12	14	100	58	21
1075927	18	10	17	107	49	24
4560072	29	9	14	96	56	23
3213763	23	13	12	102	58	12
4512966	30	9	11	91	50	22
3671535	25	16	14	96	59	25
529389	17	11	9	71	60	29
5978541	18	9	12	78	62	14
5544917	15	14	12	95	56	18
6491862	25	9	9	82	52	26
2067403	22	13	9	79	62	19
698510	25	10	10	79	46	19
381463	25	9	10	73	63	20
609212	26	12	10	99	62	21
3960243	16	9	11	86	58	24
1432391	24	9	12	102	56	20
3363078	18	14	19	91	46	20
835551	23	11	13	69	48	14
592901	18	10	10	89	53	18
5381691	21	11	12	96	60	26
2240282	10	9	13	69	53	10
1641762	15	13	11	80	66	26
2359054	21	9	11	79	56	22
3777038	18	10	12	96	63	19
1665760	14	16	14	83	59	15
4864947	21	9	13	81	42	28
5867556	26	12	16	86	54	23
5324479	28	13	14	71	50	19
6277761	23	9	18	105	47	19
3607706_1	20	11	19	75	49	22
3607706_2	20	11	19	75	49	22
5337911	23	9	9	88	62	21
3770036	23	9	15	93	56	9
2500108_1	15	9	10	100	51	14
2500108_2	15	9	10	100	51	14
4069506	21	14	16	76	57	20
2574476	15	13	13	92	48	10
6042674	12	12	12	97	50	23
3376222	18	11	14	96	42	14
6481368_1	21	13	14	73	58	13
