TARA_7	TARA_9	TARA_18	TARA_22	TARA_23	TARA_25
1952851	1	1	1	1	1	1
1435452_1	1	1	1	1	1	1
1435452_2	1	1	1	1	1	1
6440006	0.947368421052632	1	1	1	1	1
2720819_1	0	0	0	0	0	0
2720819_2	0	0	0	0	0	0
2334146	0	0	0	0	0	0
2036847	1	1	1	1	1	1
4401396	0.04	0	0	0	0	0
174676	1	1	1	1	1	1
2888849	0.958333333333333	1	1	1	1	1
5651443_1	1	0.75	1	1	1	1
5651443_2	1	0.75	1	1	1	1
828763	1	1	1	1	1	1
2501753	0.0666666666666667	0	0	0	0	0
6001678_1	0.857142857142857	1	1	1	1	1
6001678_2	0.857142857142857	1	1	1	1	1
6021297	0.96	1	1	1	1	1
314647	0.925925925925926	1	1	0.989690721649485	1	1
3034730	0	0	0	0	0	0
5324713	0	0	0	0	0	0
4141505	0	0	0	0.0117647058823529	0	0
996031	0.92	1	1	1	0.981818181818182	1
6420270_1	0	0	0	0.0238095238095238	0	0.0625
6420270_2	0	0	0	0.0238095238095238	0	0.0625
2202390	0	0	0	0	0	0
2454037	1	1	0.777777777777778	0.979381443298969	1	1
4666042	0.125	0	0	0.00980392156862745	0.0178571428571429	0
2127732	0.0714285714285714	0	0	0	0	0
3379231	0	0.0909090909090909	0	0	0	0
4024442	1	0.888888888888889	1	0.951219512195122	0.943396226415094	1
1872518	0.24	0	0.0625	0.0357142857142857	0.0166666666666667	0
3200453	0	0	0	0.0217391304347826	0.0377358490566038	0
730881	0	0.25	0.8	0	0	0.04
3400807_1	0	0	0	0	0	0
3400807_2	0	0	0	0	0	0
3682738	0	0	0	0	0	0
3840630_1	0.115384615384615	0	0	0.0392156862745098	0	0
3840630_2	0.115384615384615	0	0	0.0392156862745098	0	0
3667556	0.1	0.166666666666667	0	0.0114942528735632	0	0
2860796	1	1	1	1	1	1
2911070	1	1	1	0.978723404255319	1	1
866247	0.888888888888889	1	1	0.975308641975309	1	1
2550115_1	1	1	1	0.989247311827957	1	1
2550115_2	1	1	1	0.989247311827957	1	1
2550115_3	1	1	1	0.989247311827957	1	1
3365634_1	0.947368421052632	1	1	1	1	1
3365634_2	0.947368421052632	1	1	1	1	1
6361964	0.0434782608695652	0	0	0	0	0
2732672	0.833333333333333	1	1	0.855072463768116	0.863636363636364	0.928571428571429
1094738	0	0	0	0	0	0
3401137	0	0	0	0	0	0
2026892	0.789473684210526	0.9	1	0.842105263157895	0.979166666666667	1
4384493	0	0	0	0	0	0
823910	0.791666666666667	1	1	0.9125	0.906976744186046	1
4861817	0.961538461538462	1	1	0.842857142857143	0.907407407407407	1
464383	0.714285714285714	0.909090909090909	1	0.924050632911392	0.842857142857143	1
4853657	0.117647058823529	0	0.272727272727273	0.0588235294117647	0.174603174603175	0.1
2331490_1	0.233333333333333	0.5	0.444444444444444	0.317647058823529	0.0652173913043478	0
2331490_2	0.233333333333333	0.5	0.444444444444444	0.317647058823529	0.0652173913043478	0
223781	0.4375	0.4	0.0909090909090909	0	0	0
2784253	0.263157894736842	0.9375	0.7	0.402777777777778	0.920634920634921	0.892857142857143
2059903	0.764705882352941	0.888888888888889	1	1	0.851851851851852	0.954545454545455
2963584	0.892857142857143	0.75	0.6	0.802325581395349	0.773584905660377	0.526315789473684
1570626	1	0.4	0.5	0.464788732394366	0.22	0.0526315789473684
4394096	0	0	0.75	0.301204819277108	0.0416666666666667	0
4301901	0.136363636363636	0.166666666666667	0.133333333333333	0.183908045977011	0.0784313725490196	0
2080223	1	0.928571428571429	0.888888888888889	0.84	0.978723404255319	1
3714346	0.684210526315789	0.5	0.933333333333333	0.414893617021277	0.823529411764706	0.761904761904762
6553505	0.857142857142857	0.909090909090909	0.583333333333333	0.811764705882353	0.711864406779661	0.736842105263158
4826131_1	1	1	1	0.415384615384615	0.792452830188679	0.857142857142857
4826131_2	1	1	1	0.415384615384615	0.792452830188679	0.857142857142857
5662905	1	0.8	0.785714285714286	0.739583333333333	0.923076923076923	1
2286574	0	0	0	0.141176470588235	0.0298507462686567	0
6265923	0	0	0	0.52112676056338	0.657894736842105	0.75
5545342	0.96	1	0.909090909090909	0.876712328767123	0.833333333333333	0.818181818181818
962591	0.12	0	0.3125	0.349514563106796	0.0833333333333333	0
5630404	0.3125	0.222222222222222	0.166666666666667	0.533333333333333	0.266666666666667	0.12
2348786	0.1875	0.461538461538462	0.272727272727273	0.05	0.2	0.681818181818182
5173712_1	0.352941176470588	0.583333333333333	1	0.561643835616438	0.846153846153846	0.928571428571429
5173712_2	0.352941176470588	0.583333333333333	1	0.561643835616438	0.846153846153846	0.928571428571429
5256772	0.730769230769231	0.533333333333333	0.615384615384615	0.727272727272727	0.823529411764706	0.8
3678472_1	0.807692307692308	0.642857142857143	0.692307692307692	0.235294117647059	0.207547169811321	0.19047619047619
