TARA_82	TARA_83	TARA_84	TARA_85
4912964	26	18	59	142
2525662	42	21	27	124
2036106	22	31	45	109
3623120	34	16	45	105
1219366	43	33	34	99
4452108	36	28	37	94
1231245	31	21	43	146
5162750	28	36	51	123
3652521_1	31	14	51	150
3652521_2	31	14	51	150
227665	16	14	47	140
5208338	30	29	38	135
5496252	17	29	51	133
2803055	30	14	38	122
2404090	30	32	43	127
8253	22	27	41	119
3952100	11	26	49	133
220267	11	25	43	132
3983098	30	24	52	137
2322091	26	22	46	109
3451788_1	41	37	44	126
3451788_2	41	37	44	126
4598262	11	27	37	121
965482	26	33	44	109
1711027	14	20	50	129
1288144_1	50	29	44	93
1288144_2	50	29	44	93
6205215_1	35	29	42	143
6205215_2	35	29	42	143
2562639	15	32	47	147
801890	49	28	36	130
2168383	44	28	37	118
5432660_1	42	27	30	109
5432660_2	42	27	30	109
2375099	50	17	34	121
2463517	30	16	37	130
378804	46	23	29	116
6495208	36	33	37	107
5652218	13	32	50	114
6082258	27	25	51	144
2227514_1	46	38	34	115
2227514_2	46	38	34	115
6357436	33	28	53	118
4933078	49	30	34	115
560186	53	32	48	112
2671012	19	36	37	107
3569796	45	27	38	119
3547172	13	16	41	119
952241	28	23	33	122
327502	40	29	46	118
869699	17	20	39	102
3782803	54	29	42	107
666010	40	36	33	121
2112247_1	56	31	33	111
2112247_2	56	31	33	111
970558	27	21	45	130
4970842	43	18	37	117
2831662_1	42	27	33	108
2831662_2	42	27	33	108
2831662_3	42	27	33	108
1267533	51	17	48	131
2982175	30	27	47	112
1381138_1	18	19	51	132
1381138_2	18	19	51	132
2919625	43	31	59	111
4560870_1	50	23	48	117
4560870_2	50	23	48	117
4560870_3	50	23	48	117
6020731	10	30	52	138
3333522	45	13	37	120
555633	34	29	42	126
2290830	49	28	30	127
5332911	18	31	39	131
3637176	29	16	48	101
2825840	33	36	50	128
2382868	26	22	47	149
1070562	39	29	44	123
3779361_1	49	28	40	108
3779361_2	49	28	40	108
2171734	41	28	53	123
198826	42	26	43	131
4317500	47	17	52	118
4600830	30	30	50	137
5203955	42	40	33	119
2195334	18	29	51	144
1724092	23	29	46	136
5303390_1	54	25	35	96
5303390_2	54	25	35	96
91438	20	36	41	134
4201905	52	33	42	99
3787802	31	23	52	136
100134	12	29	45	119
1361739	31	36	38	133
1453146	45	21	46	137
5780905	53	25	33	95
5378160	31	23	35	145
2556127	41	21	39	112
6554650	35	17	43	118
6016850	34	16	32	99
3026457	38	21	35	126
284147	25	30	40	111
4375540	28	37	57	116
1461572	13	35	40	143
4360546	20	25	59	142
5949721	33	16	32	106
4140595	51	21	41	113
1870636	54	16	34	112
4677978	28	29	43	95
5735002	43	22	46	130
1774513	31	38	32	129
5637768	36	32	31	109
5314616_1	39	12	46	113
5314616_2	39	12	46	113
53965	34	30	30	99
4400335	20	22	33	109
4664512	55	23	52	112
1943120	16	25	33	140
545180	25	19	33	105
5229413	38	21	35	120
5632557	36	22	45	112
1079198	32	32	51	120
1403163	28	20	49	138
6571698	36	24	43	143
940981_1	55	36	36	99
940981_2	55	36	36	99
983810	11	25	57	134
2763665	13	23	42	143
5785237_1	41	19	41	93
5785237_2	41	19	41	93
1049540	14	31	53	146
5476854	26	22	40	148
331876	31	26	32	123
4231208	29	18	31	114
3138226	18	32	46	125
172409	38	30	38	129
4917966	48	26	41	121
5795092	31	16	42	114
2824757	22	28	39	138
3782338	26	26	27	128
1044382	36	25	31	125
5937317	56	29	46	106
3217681	42	22	43	141
1980598	46	23	27	93
5660553	37	24	36	124
2880036	43	20	37	106
248511	11	25	54	122
2311275_1	46	23	35	130
2311275_2	46	23	35	130
3166476_1	51	30	30	98
3166476_2	51	30	30	98
6183481	19	23	52	139
1160533	33	30	48	128
2648288	21	35	43	138
3036808_1	32	40	45	120
3036808_2	32	40	45	120
5003134	26	24	46	148
5166149_1	44	26	53	125
5166149_2	44	26	53	125
2427962	54	24	39	100
4333675	20	31	48	147
6361118	40	20	44	120
2171085	44	24	58	119
4203935	16	27	45	112
3249687	37	23	41	96
3330247	37	14	57	113
1552529	28	22	32	119
5623909	14	23	55	137
