TARA_72	TARA_146	TARA_147	TARA_148	TARA_149	TARA_70
2075927	27	17	16	15	9	14
2452972_1	25	26	24	16	14	15
2452972_2	25	26	24	16	14	15
4361377	15	16	27	11	11	21
18891_1	22	25	18	9	13	37
18891_2	22	25	18	9	13	37
1402941	15	24	20	13	12	20
53193	24	24	23	14	15	37
729228_1	24	15	25	16	12	20
729228_2	24	15	25	16	12	20
435499	29	23	19	17	15	26
6326540	22	23	19	18	14	31
2143569	23	29	19	14	19	23
6450958	18	21	17	13	13	15
1189906	22	24	19	14	9	29
5543007	19	31	23	19	13	41
3193314	16	13	14	9	9	23
5987257	22	19	16	9	9	28
2220527	26	25	26	16	13	23
3099734	17	27	21	10	15	25
3225120	17	17	12	18	17	22
2777723	25	20	14	15	19	22
2119107	20	25	19	9	10	28
2575488	18	22	13	17	10	34
3680968	29	22	19	18	9	30
3884631	14	15	18	11	11	23
2803071	23	20	17	17	9	16
3274769	18	18	19	9	9	32
4612382	17	24	18	9	15	36
398455	18	19	17	21	16	26
2626355	29	18	17	11	9	22
3347223	25	19	23	11	12	35
1581694	15	16	22	10	14	19
3566178_1	26	28	15	16	16	28
3566178_2	26	28	15	16	16	28
3752700	29	27	26	21	10	22
3687305	29	25	15	21	14	27
5449042	32	25	30	17	9	33
5777101	27	22	13	15	11	40
4945473	24	24	24	17	13	17
2369402	27	28	28	12	17	34
2440563	20	24	17	22	10	24
4646400	22	17	26	14	10	22
4256441	29	14	25	17	9	31
3760556	23	24	18	9	13	30
3795748	20	20	13	13	10	16
5528196	22	14	21	14	9	22
1452740	24	28	26	19	19	42
3303884	28	30	23	13	12	35
344598	25	21	21	18	16	34
752689	14	15	18	13	16	33
5843403	23	18	13	11	16	22
2076485	14	18	24	14	14	25
3204005_1	25	29	28	11	17	32
3204005_2	25	29	28	11	17	32
5249678	30	32	21	14	9	34
2960497	14	19	17	10	17	28
5603973	34	24	24	19	13	38
173933_1	22	17	28	14	15	32
173933_2	22	17	28	14	15	32
4557150_1	24	28	20	14	15	17
4557150_2	24	28	20	14	15	17
2687572	16	21	15	16	9	24
341565_1	24	23	22	18	12	22
341565_2	24	23	22	18	12	22
6165907	25	27	31	16	9	24
1881851	23	14	26	15	13	29
4806660	26	27	17	15	13	41
932035	29	19	16	15	11	43
711281	17	20	13	13	15	24
7434	27	25	24	12	18	19
3248767	25	18	15	22	10	21
2329211	24	29	28	9	11	26
5871680	30	25	21	14	18	30
508316	27	26	14	13	15	24
6320037	21	19	16	11	10	25
4368319	24	28	18	13	13	44
1254242	22	18	22	16	13	27
1344938	14	17	23	19	9	24
3194774	22	19	25	10	15	33
3130389	27	27	27	19	15	34
2730677_1	30	26	26	12	17	37
2730677_2	30	26	26	12	17	37
592191	27	19	30	11	9	38
1368124	19	26	23	14	10	33
1950036	22	30	22	15	14	30
33687	25	15	13	9	9	26
4320467	29	29	19	17	11	22
1938369	17	20	26	16	13	25
2840075	18	23	15	11	10	26
881054	27	26	13	9	13	21
1024018	28	21	17	17	14	21
1157041	15	24	28	19	11	22
3448764	23	16	20	10	13	34
5514640	27	23	26	21	18	43
5109122	18	18	20	13	17	23
1257805	21	17	18	12	11	30
4032327	22	30	26	20	10	33
5977821	24	20	21	22	19	29
2610199	23	21	19	9	11	20
5735080	17	25	23	9	16	27
5696026	25	25	22	9	11	41
1226278	29	24	25	14	10	45
3580667	15	19	18	17	9	23
4607070	26	27	25	11	10	32
471236	25	30	18	16	9	32
5246329	22	24	25	14	10	28
3962593_1	23	28	29	19	10	31
3962593_2	23	28	29	19	10	31
3962593_3	23	28	29	19	10	31
1755944	31	30	28	13	17	28
2615015	23	22	21	12	11	16
3517908	32	20	18	17	16	39
3527592	22	29	21	13	14	22
80000	21	15	27	16	9	25
6014220	31	21	22	14	15	35
2121887	25	29	22	16	9	27
2039967	27	23	29	12	17	46
3225931	28	32	15	17	19	32
191058	24	29	30	11	13	26
24720_1	27	26	21	11	10	23
24720_2	27	26	21	11	10	23
80383	22	24	14	17	10	20
4624184	32	24	12	11	11	33
1722770	23	16	23	11	11	44
1422642	20	17	24	14	13	33
