TARA_72	TARA_18	TARA_25	TARA_26	TARA_30	TARA_76
6500794	12	9	19	16	11	11
1418370_1	9	19	25	25	17	16
1418370_2	9	19	25	25	17	16
5091658_1	9	18	18	15	9	18
5091658_2	9	18	18	15	9	18
5676736	9	16	22	13	18	15
3024971	10	11	10	9	13	16
6449905	12	14	21	21	19	9
784073	10	9	14	11	13	12
6595290	13	13	19	16	17	10
4488802	14	12	25	24	14	20
2776849	9	16	12	12	9	10
2401523	10	18	11	14	9	10
157694	15	17	22	19	9	9
4549143	13	13	23	19	10	15
943461	16	15	21	19	10	14
4353310	10	9	20	14	12	15
5512113	14	14	31	25	21	18
2871726	16	12	30	22	15	17
5871959	13	10	22	23	15	16
3491798	11	11	16	25	13	15
3724226	12	9	23	16	14	10
4261612	12	9	20	12	14	12
6552056	10	15	21	17	17	10
6469187	9	11	20	9	13	13
2907730	11	13	14	16	15	11
6120544	13	17	17	21	10	13
3475355_1	12	14	25	13	14	16
3475355_2	12	14	25	13	14	16
4235357	12	9	24	23	17	11
4168206	12	11	24	23	15	9
1150746_1	10	14	16	25	11	21
1150746_2	10	14	16	25	11	21
838570	11	17	21	21	18	12
2288726	14	10	28	25	21	15
1696101	13	10	30	26	19	18
6492981	11	14	15	20	15	19
2255392	9	12	27	20	14	11
4687812	10	16	21	15	10	14
1843239	12	16	18	27	10	14
5533398	9	9	22	19	11	21
5813846	15	12	21	26	12	10
4336197	11	9	12	13	12	12
4261630	12	12	27	22	19	17
6226691	11	14	25	25	17	13
3780598	11	12	22	22	10	19
5952294	11	9	31	18	15	16
4314807	12	15	19	21	14	18
6233500	16	11	13	20	14	12
6397844	13	14	23	15	13	13
4428561	9	16	13	18	14	16
1587962	11	17	21	15	9	10
6044386	13	11	14	22	13	19
2041751	9	17	24	11	18	17
5620708	12	19	18	25	14	14
883023	11	9	9	14	12	10
3988278	9	13	19	13	11	17
6354730	9	14	18	25	19	18
6367328	11	11	28	21	10	15
572480	13	12	23	25	13	13
5578413	13	16	31	20	17	19
6510479	10	13	20	22	13	14
1421490	11	10	17	14	12	13
2122228	10	16	31	28	19	21
3905974	16	15	26	17	13	18
3076718	10	10	25	16	15	13
4141174	13	10	16	20	13	12
4641658	16	17	27	24	11	10
