TARA_151	TARA_4	TARA_18	TARA_25	TARA_30
189252	14	21	60	47	66
2707032	12	22	46	33	67
1510653	15	28	46	31	50
1001835_1	9	17	30	17	37
1001835_2	9	17	30	17	37
2095356	13	17	23	17	34
628649	12	22	42	27	57
65913_1	16	23	44	33	57
65913_2	16	23	44	33	57
1218636_1	13	11	27	17	36
1218636_2	13	11	27	17	36
388241	9	20	55	32	56
411483_1	9	18	45	19	49
411483_2	9	18	45	19	49
1041491	9	29	63	45	78
1833563	14	21	60	34	64
808575	11	20	38	29	47
1893884	16	12	25	29	36
2480407	18	24	38	43	62
503002	11	17	35	18	54
205779	11	11	33	20	48
1574758	9	18	47	49	58
1835382	11	9	39	21	45
170534	10	28	50	29	49
2050652	9	13	32	22	32
75380	14	22	35	30	41
2094922	18	17	58	31	69
2028259_1	17	21	43	28	69
2028259_2	17	21	43	28	69
496091	19	25	59	49	63
2766243	14	24	48	41	69
1197451	9	15	34	23	37
1934471	14	10	29	19	35
539466	12	17	23	21	36
1644248_1	12	20	39	36	53
1644248_2	12	20	39	36	53
2939866_1	13	17	33	32	48
2939866_2	13	17	33	32	48
1937251	10	18	37	44	55
1711097	14	17	44	32	44
2247851	12	25	49	49	81
50906	11	16	48	48	41
2275833	14	19	54	42	41
1648374	15	15	56	29	66
323610	9	29	25	19	50
1749359	10	22	44	33	32
2155023_1	19	15	46	44	46
2155023_2	19	15	46	44	46
686541	12	9	30	16	35
537477	10	17	28	23	41
665033	12	11	24	18	31
216669	10	15	40	30	64
2598254	13	24	41	34	69
425620	11	11	23	15	43
588028	11	19	33	21	55
1578397	9	11	33	22	35
1680565	11	22	69	39	71
12335	9	10	18	25	29
2121266	13	18	30	33	44
858194	14	14	66	44	69
341583_1	9	15	39	29	36
341583_2	9	15	39	29	36
991137	10	16	56	43	56
11283	9	11	37	30	51
525693	11	10	19	19	30
369644_1	12	14	28	21	49
369644_2	12	14	28	21	49
1467955	9	21	26	18	31
819726	14	18	52	29	67
1012384	15	19	49	29	65
800614	19	12	23	24	64
2096971	16	16	53	46	76
2929571	9	9	26	25	40
860448	10	20	51	40	63
2306236	12	16	22	22	30
2437476	12	26	48	39	66
741281	9	11	25	29	30
2566692	11	16	26	17	44
506029	13	12	33	23	40
2270690	13	24	51	37	72
982460	15	16	31	18	45
1386739	9	14	22	15	31
2328397_1	9	22	31	36	47
2328397_2	9	22	31	36	47
2741597_1	12	10	27	28	44
2741597_2	12	10	27	28	44
1340655	17	20	44	27	42
2172685	9	18	27	17	52
1450336_1	9	13	38	27	43
1450336_2	9	13	38	27	43
1087949	13	16	57	46	59
1895065_1	10	16	52	32	42
1895065_2	10	16	52	32	42
247969	11	9	38	38	42
445692_1	15	14	63	48	63
445692_2	15	14	63	48	63
445692_3	15	14	63	48	63
582011	9	13	27	28	45
371657	16	26	43	19	42
1863885	14	14	44	36	50
182198	14	20	54	36	70
1164121	13	13	43	45	57
1087473	9	23	67	26	63
885819	9	17	42	34	63
2699875	14	14	34	43	56
45047	14	14	37	35	65
1598347	15	22	39	44	60
277579	19	16	45	26	56
2419188	11	10	33	23	43
2681960	11	15	41	30	46
71517	13	26	61	49	43
566209	11	25	54	44	53
1975756	12	25	40	34	73
2555779	14	19	41	21	58
1009182	9	30	44	34	34
163612	10	9	32	38	39
505506	11	11	22	29	42
1497677	9	28	49	39	40
1502158	16	14	45	28	53
1414672	9	28	44	29	56
2408330_1	10	16	33	32	36
2408330_2	10	16	33	32	36
821939	15	16	62	37	63
582542	9	19	36	47	54
581908	13	11	36	13	26
1212731	10	15	27	33	36
1802750	9	16	49	32	49
2470700	13	20	57	26	71
529060	12	21	33	22	38
728755	14	18	43	36	60
2002807	17	12	30	27	61
2670514	10	22	28	37	71
582268	10	23	50	48	83
719055	14	9	24	19	60
1178324	10	11	35	27	29
1142844	10	20	34	42	66
59154	12	9	36	32	37
1400389_1	12	21	44	20	43
1400389_2	12	21	44	20	43
87894	9	30	38	32	61
2255247	10	17	35	28	44
2431470	14	13	23	17	34
65351	16	31	47	38	69
1278106	12	15	22	16	50
1121052	9	13	60	33	54
1687125	9	14	34	33	52
1722024	13	13	52	40	67
252780	10	19	44	30	45
422949	19	29	29	25	61
1093796	10	12	35	49	51
2850695	11	23	19	32	53
2886474	17	10	37	38	59
1848487	12	16	58	36	42
603670	9	13	21	15	40
572385	17	26	31	16	51
1727164	11	13	19	25	40
991308	15	19	37	44	62
214123	13	11	44	37	60
1855829	15	18	49	53	64
2362773	10	12	30	15	47
1669496	10	17	20	19	49
2223231	15	25	32	31	56
221499	17	18	25	19	48
2371419	17	24	63	45	57
686590	11	9	32	32	36
1670280	13	22	57	34	53
1043900	13	22	54	43	59
497416	11	14	29	30	54
157154	9	27	57	35	71
314226	9	19	37	18	48
2229879	18	12	54	37	63
2839130	17	14	32	23	57
2879692	11	13	27	18	30
1202528_1	13	19	40	24	51
