TARA_143	TARA_144	TARA_149	TARA_150	TARA_151	TARA_25
435586	0.823529411764706	0.5	0.863636363636364	0.266666666666667	0.703703703703704	0.611111111111111
6426745	0.666666666666667	0.551724137931034	0.833333333333333	0.533333333333333	0.296296296296296	0.823529411764706
1387242	0.636363636363636	0.678571428571429	0.5	0.789473684210526	0.619047619047619	0.272727272727273
2801051_1	0.5	0.96	0.935483870967742	0.958333333333333	0.821428571428571	0.916666666666667
2801051_2	0.5	0.96	0.935483870967742	0.958333333333333	0.821428571428571	0.916666666666667
2795479	0.142857142857143	0.307692307692308	0.375	0.611111111111111	0.19047619047619	0.8
5892534	1	0.727272727272727	0.59375	0.321428571428571	0.636363636363636	0.5
4581063	0.8	0.173913043478261	0.303030303030303	0.238095238095238	0.260869565217391	0
581123	0	0.2	0.4	0.25	0.0789473684210526	0.411764705882353
91704	0	0.166666666666667	0.206896551724138	0.315789473684211	0.296296296296296	0.05
6171544_1	1	0.6	0.666666666666667	0.5	0.68	0.272727272727273
6171544_2	1	0.6	0.666666666666667	0.5	0.68	0.272727272727273
6489643	0.0769230769230769	0.0357142857142857	0.0576923076923077	0.0416666666666667	0.0238095238095238	0.0476190476190476
4561409_1	0.615384615384615	0.666666666666667	1	0.714285714285714	0.84375	0.5
4561409_2	0.615384615384615	0.666666666666667	1	0.714285714285714	0.84375	0.5
732567	0.866666666666667	0.75	0.419354838709677	0.5	0.657142857142857	0.222222222222222
4346202	0.5	0.6875	0.558823529411765	0.8	0.871794871794872	0.25
305105	0.25	0.375	0.0769230769230769	0.0588235294117647	0.148148148148148	0.416666666666667
3848483	0.1	0.235294117647059	0.266666666666667	0	0.444444444444444	0.4
4952136	0.9	0.864864864864865	0.511627906976744	0.78125	0.785714285714286	0.7
634574	0.866666666666667	0.642857142857143	0.71875	1	0.6	0.45
6745636	0.111111111111111	0.153846153846154	0.411764705882353	0	0.387096774193548	0.222222222222222
1520612	0	0.157894736842105	0.263157894736842	0.380952380952381	0.0882352941176471	0
5602809	1	0.666666666666667	0.865384615384615	0.88	0.903225806451613	0.454545454545455
2748236	0.636363636363636	0.466666666666667	0.807692307692308	0.684210526315789	0.4	0.8
1958660	0.8	0.8125	0.757575757575758	0.884615384615385	0.805555555555556	0.555555555555556
2593605	0.2	0.375	0.394736842105263	0.5	0.321428571428571	0.666666666666667
1774815	0.333333333333333	0.318181818181818	0.469387755102041	0.685714285714286	0.681818181818182	0.777777777777778
6844533	0.111111111111111	0.53125	0.272727272727273	0.6	0.327272727272727	0.333333333333333
1437995	0.866666666666667	0.617647058823529	0.814814814814815	0.88	0.75	1
1315347	0.294117647058824	0.409090909090909	0.75	0.608695652173913	0.448275862068966	0.692307692307692
6214692	0.352941176470588	0.393939393939394	0.421052631578947	0.894736842105263	0.384615384615385	0.533333333333333
2713743	0.2	0.379310344827586	0.658536585365854	0.321428571428571	0.382978723404255	0.333333333333333
1059040	0.222222222222222	0.588235294117647	0.434782608695652	0.363636363636364	0.5	0.727272727272727
1805329	0.4	0.756756756756757	0.709677419354839	0.3	0.615384615384615	0.5625
6430757_1	0.25	0.606060606060606	0.461538461538462	0.529411764705882	0.290322580645161	0.4375
6430757_2	0.25	0.606060606060606	0.461538461538462	0.529411764705882	0.290322580645161	0.4375
6446018	0.2	0.192307692307692	0.5625	0.642857142857143	0.357142857142857	0.285714285714286
1819437	0.444444444444444	0.833333333333333	0.902439024390244	0.7	0.769230769230769	0.9
3732224	0.842105263157895	0.846153846153846	0.766666666666667	0.8	0.862068965517241	0.9375
4272980	0.7	0.9375	0.745098039215686	0.791666666666667	0.62962962962963	0.555555555555556
3064934	0.0555555555555556	0.170731707317073	0.25	0.0769230769230769	0.277777777777778	0
2220945_1	0	0	0.117647058823529	0.25	0.25	0.2
2220945_2	0	0	0.117647058823529	0.25	0.25	0.2
4755808	0.615384615384615	0.515151515151515	0.56140350877193	0.857142857142857	0.466666666666667	0.45
1447147	0.727272727272727	0.243243243243243	0.348837209302326	0.125	0.375	0.176470588235294
6346111	0.416666666666667	0.315789473684211	0.225	0.1	0.421052631578947	0.333333333333333
5380381_1	0.916666666666667	0.833333333333333	0.482758620689655	0.702702702702703	0.837837837837838	0.823529411764706
5380381_2	0.916666666666667	0.833333333333333	0.482758620689655	0.702702702702703	0.837837837837838	0.823529411764706
