TARA_143	TARA_144	TARA_149	TARA_150	TARA_151	TARA_25
435586	17	14	22	15	27	18
6426745	12	29	18	15	27	17
1387242	11	28	28	19	21	11
2801051_1	14	25	31	24	28	12
2801051_2	14	25	31	24	28	12
2795479	14	26	24	18	42	10
5892534	9	22	32	28	33	10
4581063	10	23	33	21	46	9
581123	11	25	35	28	38	17
91704	9	12	29	19	27	20
6171544_1	17	30	30	24	25	11
6171544_2	17	30	30	24	25	11
6489643	13	28	52	24	42	21
4561409_1	13	18	34	28	32	16
4561409_2	13	18	34	28	32	16
732567	15	12	31	26	35	9
4346202	10	32	34	25	39	12
305105	12	32	39	34	27	12
3848483	10	17	15	15	18	10
4952136	10	37	43	32	56	10
634574	15	14	32	15	30	20
6745636	9	13	34	10	31	9
1520612	16	19	38	21	34	13
5602809	9	36	52	25	31	11
2748236	11	15	26	19	25	15
1958660	15	32	33	26	36	9
2593605	15	32	38	18	28	9
1774815	12	44	49	35	44	18
6844533	9	32	44	25	55	12
1437995	15	34	54	25	48	11
1315347	17	22	20	23	29	13
6214692	17	33	38	19	26	15
2713743	10	29	41	28	47	9
1059040	9	17	23	22	34	11
1805329	10	37	31	20	26	16
6430757_1	16	33	26	17	31	16
6430757_2	16	33	26	17	31	16
6446018	15	26	32	14	42	21
1819437	9	30	41	20	39	10
3732224	19	39	60	30	58	16
4272980	10	32	51	24	54	18
3064934	18	41	36	26	36	21
2220945_1	11	26	17	24	24	10
2220945_2	11	26	17	24	24	10
4755808	13	33	57	28	45	20
1447147	11	37	43	16	40	17
6346111	12	38	40	20	38	18
5380381_1	12	36	29	37	37	17
5380381_2	12	36	29	37	37	17
3582222	17	29	37	23	28	9
2709018	16	28	52	24	48	19
3959298	11	20	29	23	30	16
13177	9	39	55	28	44	11
1195015	17	25	50	39	39	13
15706_1	10	17	25	17	17	14
15706_2	10	17	25	17	17	14
15706_3	10	17	25	17	17	14
6870177_1	14	40	49	30	58	18
6870177_2	14	40	49	30	58	18
6870177_3	14	40	49	30	58	18
5078690	21	28	26	32	45	11
663268_1	9	28	35	21	36	14
663268_2	9	28	35	21	36	14
5811007	11	21	49	32	40	18
42880	18	20	49	35	44	13
3813236	9	31	46	30	40	13
3036464	14	33	31	24	44	18
3840475	10	21	39	20	28	16
2166155	13	34	41	28	46	14
3232233	13	38	55	40	36	17
5797113	15	23	30	31	24	10
5237306	15	32	38	19	29	13
1420113	10	24	37	28	38	17
6769844_1	14	18	34	19	27	10
6769844_2	14	18	34	19	27	10
4783986	10	35	44	29	55	13
6432812	18	26	25	24	21	16
1911911	9	30	48	23	26	13
5203806	17	25	41	25	33	12
5761390	14	30	38	35	24	17
3716847	16	36	38	23	34	11
3266197	10	29	39	32	32	13
2231215	19	26	50	26	54	12
2982036	15	39	40	29	57	15
4265791	20	48	54	28	59	11
2614553	15	23	46	20	40	12
3207416	9	37	41	37	32	12
6357893	11	30	31	31	50	10
4483074	11	28	40	19	21	13
606766	18	32	29	34	46	16
892586	13	32	36	34	44	16
5803126	12	29	39	29	49	13
310191	12	12	26	23	22	18
652246	17	35	20	27	24	9
924541	9	38	42	29	29	15
1848350	12	39	42	26	40	17
6520338	19	29	53	29	40	15
4259995	13	30	27	19	38	11
2478122	9	26	51	40	54	12
3594189	9	24	35	29	23	10
4122623	9	14	23	21	25	10
1614759	16	30	42	33	37	15
1403122	18	39	33	21	29	12
2319154	10	13	34	21	28	21
1203648	20	33	37	24	39	16
4650617_1	18	28	39	26	45	15
4650617_2	18	28	39	26	45	15
4650617_3	18	28	39	26	45	15
5435061	16	30	36	23	29	9
1759901	10	32	40	27	40	16
4344526	14	20	29	27	30	13
5778638_1	13	36	55	30	43	11
5778638_2	13	36	55	30	43	11
6327087	10	32	50	29	44	12
1443177	12	30	26	21	39	11
760377	16	24	31	25	43	13
4700059	18	49	58	35	55	14
1968386	10	36	25	18	34	18
3902453_1	16	28	29	25	51	12
3902453_2	16	28	29	25	51	12
298388	14	45	60	40	43	10
6189077	17	41	33	31	46	9
88157	12	26	35	18	33	19
1346861	16	15	20	16	28	12
1641729	9	37	47	36	41	9
3017236	13	38	31	32	45	17
6277660	14	32	39	22	45	11
3756415_1	15	44	54	34	43	12
3756415_2	15	44	54	34	43	12
3596622	13	20	31	23	30	13
526864	14	21	40	28	32	9
801171	12	32	47	26	54	11
3561918	10	46	33	34	44	14
6334772	11	47	48	37	47	9
1460165	10	26	32	19	27	14
5075758_1	14	27	24	20	31	16
5075758_2	14	27	24	20	31	16
2774761	17	27	36	25	44	12
230705	10	21	36	15	43	10
4399457	20	27	31	16	39	12
2519023	9	28	33	32	31	12
63257	14	35	42	22	32	15
3160574	14	15	31	23	45	10
1137804	12	19	48	15	34	11
3954152	15	33	23	28	38	12
3704942	12	34	30	35	50	16
2283034	13	44	50	26	40	11
6436769	15	45	54	31	49	12
5999263	19	34	42	22	50	12
6099520	20	42	61	37	51	19
4048111	10	41	49	31	44	16
681790	19	44	55	40	51	20
6463195	10	30	35	21	23	13
5840892	10	38	46	35	50	21
5754856_1	12	30	31	30	33	13
5754856_2	12	30	31	30	33	13
5431045	16	19	39	16	32	11
6941509	9	36	41	30	41	18
1200101	14	48	62	32	52	20
6299671	14	30	48	30	35	20
5883242	18	22	46	33	54	16
6130225_1	10	33	40	26	31	14
6130225_2	10	33	40	26	31	14
1199788	9	38	40	27	42	12
3262116	10	23	28	28	52	10
2055226	14	26	44	28	25	18
88442	9	39	38	29	43	16
2090630	20	36	55	33	44	9
4472351	13	25	41	27	42	11
2475697	16	20	41	25	51	17
174952	9	16	40	20	24	13
6064202_1	17	32	49	28	30	21
6064202_2	17	32	49	28	30	21
6632865	13	20	44	29	39	16
5663757	19	44	51	24	57	11
4921115	16	30	30	15	39	10
6517254	16	36	57	33	55	9
5140875_1	15	48	55	37	46	12
5140875_2	15	48	55	37	46	12
1450247	13	35	36	22	29	13
5175380	21	41	53	28	47	11
2397868	16	34	49	21	42	10
282049_1	18	46	59	27	54	9
282049_2	18	46	59	27	54	9
6647245	19	25	36	30	38	11
1097889_1	11	42	52	23	55	18
1097889_2	11	42	52	23	55	18
4003151	9	27	48	22	33	14
639862	13	44	49	24	51	15
4864064	9	14	29	19	36	13
4758906	20	16	40	22	23	9
2935900	12	30	31	14	33	9
3607815	15	37	56	24	52	18
1798356	15	42	36	20	49	11
6913219	9	31	58	38	53	9
5903580	11	45	52	36	50	9
5587836	15	29	47	32	49	9
4710991	17	23	41	23	31	13
1190701	15	26	34	28	39	9
5471517	12	19	39	21	40	12
2610469_1	15	20	30	22	41	9
2610469_2	15	20	30	22	41	9
4380974	16	33	40	34	40	10
113917	19	32	33	27	52	19
3365455	20	32	47	35	49	14
3035972	14	38	29	40	33	15
5485908	16	48	42	26	54	17
2141514	14	26	39	24	41	13
6817311	9	23	25	12	27	17
3138233	10	40	44	38	51	14
1358343	19	26	44	22	45	10
695405	9	29	48	25	41	16
3332899_1	13	43	43	25	52	9
3332899_2	13	43	43	25	52	9
3332899_3	13	43	43	25	52	9
514924	16	43	41	27	52	16
6710386	14	24	46	35	36	20
6522303	15	37	55	29	49	14
5768019	20	27	52	23	52	21
3089614	13	30	37	26	41	13
510455	9	44	55	23	47	9
5158874	12	25	44	26	49	11
5413743	15	15	22	17	42	17
5405775	12	39	47	25	36	15
6182278	18	26	44	25	50	18
2504637	9	49	47	16	43	11
1917357	10	34	45	14	35	10
6517096	17	41	57	27	37	15
6867860	16	40	46	30	36	9
3762521	18	37	56	26	27	20
355247	16	40	60	34	41	9
5049251	17	43	50	35	44	12
2721051	13	24	16	27	33	11
134186	10	22	43	23	42	9
3438143	13	40	62	27	47	9
1665684	11	37	58	37	44	10
380288_1	10	27	43	32	49	18
380288_2	10	27	43	32	49	18
1797129	10	35	45	28	41	12
3844209_1	17	34	41	28	44	18
3844209_2	17	34	41	28	44	18
3920140	13	48	44	28	53	9
2114293	11	28	49	33	52	17
2116664	15	39	45	27	32	15
4544684	9	28	27	21	31	15
3059772	13	31	53	14	38	19
5729768	14	40	53	26	57	14
3415623	20	26	38	33	45	9
1247819	12	28	36	19	42	13
5733006	12	32	28	28	44	19
1934809_1	11	33	57	24	57	16
1934809_2	11	33	57	24	57	16
1934809_3	11	33	57	24	57	16
6653650	10	44	53	24	48	10
6562527_1	14	30	45	24	42	19
6562527_2	14	30	45	24	42	19
1212813	20	43	52	23	39	12
385085	19	31	35	33	48	12
467035	10	47	49	35	54	10
692730_1	10	35	40	25	52	17
692730_2	10	35	40	25	52	17
657060	15	40	59	37	48	10
1664100_1	18	32	54	31	39	11
1664100_2	18	32	54	31	39	11
164236	9	24	23	24	18	10
644073	11	32	47	21	47	11
6562625	20	49	45	34	51	16
5838474	18	26	57	28	46	9
1466340	18	35	63	28	41	16
6615599	12	47	58	37	47	9
4333389	11	21	36	20	38	9
2629536	12	26	39	19	38	9
1195113	13	27	40	17	39	17
3624991	13	20	25	25	24	11
1008240	12	44	42	29	53	16
3707452_1	12	44	58	34	59	9
3707452_2	12	44	58	34	59	9
4058831	20	31	52	38	60	15
6739930	14	34	54	28	51	10
148277	13	27	41	24	31	9
4425115	13	33	54	36	52	18
2171297	17	25	46	32	48	13
5767353	13	43	48	25	56	16
612990	13	27	47	22	41	20
4337994	18	48	60	32	56	15
21551	12	28	49	30	46	12
5779544	10	47	63	37	48	12
6880113	13	44	62	27	46	12
111614_1	21	35	60	31	53	15
111614_2	21	35	60	31	53	15
111614_3	21	35	60	31	53	15
